unit,facility,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 
HAB_P,HBEDT_LT,SE31	: 	: 	: 	: 	: 	: 	11613.42 	10391.99 	9300.03 	10323.14 b	9834.83 	9285.12 	8510.72 	7710.98 	7111.44 	6249.58 	5396.16 	5510.46 	5234.23 	5710.97 	4466.77 b	3539.02 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_LT,SE32	: 	: 	: 	: 	: 	: 	11228.77 	16782.80 	5339.12 	6949.40 b	6960.09 	6971.92 	8221.97 	6276.74 	4752.46 	4880.01 	5624.11 	4890.59 	4831.27 	5405.29 	5000.89 b	3347.23 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_LT,SE33	: 	: 	: 	: 	: 	: 	6573.46 	3964.72 	4045.25 	4422.03 b	3299.05 	3362.46 	3172.05 	3096.60 	3121.66 	3050.48 	3014.36 	2812.96 	2531.57 	3182.54 	2579.37 b	2231.92 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_LT,SI	: 	: 	: 	: 	: 	: 	6855.58 d	6873.27 d	6821.04 d	9350.72 d	8661.78 d	13935.94 d	15452.04 d	20417.33 d	22336.92 d	22549.07 d	21510.47 d	25935.21 d	28510.47 d	36264.17 d	: d	: d	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_LT,SI01	: 	: 	: 	: 	: 	: 	: 	: 	7506.38 	9671.78 	8402.86 	19714.35 	19693.11 	39938.37 	46875.35 	46954.20 	39942.85 	49015.20 	71940.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_LT,SI02	: 	: 	: 	: 	: 	: 	: 	: 	6196.42 	9017.78 	8971.05 	10481.45 	12422.70 	13096.94 	13913.28 	14044.26 	13969.95 	16703.22 	16666.03 	16632.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_LT,SI03	: 	: 	: 	: 	: 	: 	6244.97 d	6252.15 d	7610.79 d	9805.33 d	8518.22 d	19983.45 d	19959.18 d	40473.94 d	: d	: d	: d	: d	: d	: d	: d	: d	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_LT,SI04	: 	: 	: 	: 	: 	: 	7703.67 d	7742.82 d	6101.26 d	8879.27 d	8833.25 d	10320.57 d	12232.65 d	12896.10 d	: d	: d	: d	: d	: d	: d	: d	: d	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_LT,SK	: 	: 	: 	: 	: 	: 	: 	1387.26 	1655.98 	1652.68 	1564.30 	1356.68 	1346.26 	1367.72 	1220.67 	1212.33 	1327.60 b	988.28 	951.04 	932.20 	896.48 	912.26 	981.09 	943.55 	976.47 	959.36 	: 	: 	: 
HAB_P,HBEDT_LT,SK01	: 	: 	: 	: 	: 	: 	: 	1776.50 	1641.42 	1516.44 	1399.61 	1313.52 	1202.59 	1197.37 	1177.82 	1206.07 	1263.39 b	2181.75 	1926.91 	1953.86 	1963.64 	1554.68 	1350.75 	1352.60 	1278.49 	1278.09 	: 	: 	: 
HAB_P,HBEDT_LT,SK02	: 	: 	: 	: 	: 	: 	: 	1835.75 	1837.40 	1970.74 	1590.85 	1434.74 	1462.46 	1418.85 	1299.84 	1360.11 	1341.18 b	1434.92 	1345.16 	1339.07 	1232.42 	1277.24 	1268.03 	1268.30 	1326.44 	1330.51 	: 	: 	: 
HAB_P,HBEDT_LT,SK03	: 	: 	: 	: 	: 	: 	: 	1136.30 	1524.80 	1602.34 	1572.85 	1370.34 	1386.13 	1478.73 	1436.81 	1480.06 	1480.81 b	1312.91 	1265.34 	1313.98 	1416.56 	1522.58 	1691.76 	1690.41 	1793.86 	1840.02 	: 	: 	: 
HAB_P,HBEDT_LT,SK04	: 	: 	: 	: 	: 	: 	: 	1177.69 	1596.57 	1470.41 	1597.04 	1281.52 	1256.43 	1299.54 	1029.57 	947.13 	1227.43 b	552.73 	541.69 	513.43 	482.97 	491.30 	560.08 	518.08 	536.72 	514.02 	: 	: 	: 
HAB_P,HBEDT_OTH,BE	: 	: 	: 	: 	: 	2429.03 	2483.85 	2483.73 	2472.72 	2480.89 	2616.32 	2633.29 	2641.67 	2682.19 	2687.33 	2783.84 	2888.26 	2963.92 	3084.46 	3334.23 	3409.54 	3585.61 	3565.70 	3973.13 	4159.01 	3916.94 	3964.34 	10025.37 	10570.73 
HAB_P,HBEDT_OTH,BE10	: 	: 	: 	: 	: 	1905.06 	2004.53 	1980.55 	1964.67 	1877.25 	1854.21 	1815.92 	1896.37 	1860.30 	1827.51 	1967.39 	2132.16 	2214.84 	2198.61 	2450.78 	2416.40 	2328.96 	2246.22 	2550.31 	2545.15 	2504.91 	2532.94 	5656.70 	5653.00 
HAB_P,HBEDT_OTH,BE21	: 	: 	: 	: 	: 	2264.07 	2250.59 	2293.46 	2281.80 	2269.68 	3101.70 	3175.21 	3137.22 	3385.93 	3355.87 	3329.14 	3305.85 	3434.98 	3418.82 	3625.35 	3608.43 	3599.15 	3594.02 	3533.21 	4051.36 	4104.12 	4116.10 	29579.81 	29497.11 
HAB_P,HBEDT_OTH,BE22	: 	: 	: 	: 	: 	2875.22 	2861.51 	2846.40 	2836.19 	2825.78 	2811.94 	2790.32 	2767.66 	2943.00 	2920.15 	2898.81 	3124.23 	3107.17 	4020.79 	4002.78 	4979.28 	4956.13 	4933.34 	5612.21 	5585.34 	5554.54 	5524.70 	6410.19 	25473.30 
HAB_P,HBEDT_OTH,BE23	: 	: 	: 	: 	: 	3565.12 	4443.31 	4416.43 	4393.32 	4372.82 	4942.78 	4900.09 	4851.60 	4811.05 	4773.36 	5279.74 	7867.96 	7823.27 	7795.05 	8049.38 	9101.08 	9733.20 	9719.02 	13586.39 	27676.66 	27617.49 	27562.85 	: 	: 
HAB_P,HBEDT_OTH,BE24	: 	: 	: 	: 	: 	2226.53 	2151.14 	2192.31 	2180.78 	2168.83 	2176.27 	2156.99 	2137.21 	2120.59 	2104.28 	2273.97 	2360.45 	2458.06 	2633.94 	2622.33 	3037.54 	3061.91 	3354.79 	3343.49 	3267.17 	3604.10 	4703.90 	4680.47 	4651.40 
HAB_P,HBEDT_OTH,BE25	: 	: 	: 	: 	: 	1990.63 	2053.28 	2047.65 	2043.26 	2174.72 	2167.40 	2365.21 	2352.29 	2343.27 	2333.70 	2454.66 	2275.82 	2477.46 	2472.48 	2468.63 	2464.40 	2377.70 	2374.59 	2643.46 	2639.58 	2441.99 	2439.11 	3822.90 	3407.51 
HAB_P,HBEDT_OTH,BE31	: 	: 	: 	: 	: 	1907.85 	1894.95 	1880.27 	1868.22 	2074.84 	2027.19 	2008.32 	1987.26 	1971.41 	1957.77 	1939.32 	1921.73 	1906.56 	2395.76 	2377.40 	2357.42 	2339.67 	2324.36 	2306.44 	2286.91 	2050.08 	2034.84 	3314.21 	3280.10 
HAB_P,HBEDT_OTH,BE32	: 	: 	: 	: 	: 	2721.42 	2717.09 	2672.20 	2665.88 	2657.27 	2645.56 	2629.63 	2614.32 	2604.53 	2814.47 	2803.60 	2794.31 	2786.85 	2856.24 	3714.13 	3711.40 	4195.56 	4196.55 	4948.28 	4600.59 	4604.14 	4608.26 	: 	: 
HAB_P,HBEDT_OTH,BE33	: 	: 	: 	: 	: 	2306.40 	2298.95 	2290.78 	2284.81 	2276.89 	2265.35 	2244.07 	2297.75 	2307.59 	2293.82 	2383.23 	2481.25 	2468.46 	2582.22 	2506.08 	2627.47 	2921.90 	2919.34 	3092.74 	3386.17 	2600.86 	2600.94 	16914.13 	16883.81 
HAB_P,HBEDT_OTH,BE34	: 	: 	: 	: 	: 	3263.64 	3238.61 	3209.66 	3194.88 	3180.48 	3154.70 	3116.25 	3080.30 	3051.92 	3018.75 	2986.93 	2957.19 	2931.75 	2910.43 	3307.24 	3372.68 	3348.45 	3324.05 	10186.04 	10131.58 	10080.52 	10033.75 	: 	: 
HAB_P,HBEDT_OTH,BE35	: 	: 	: 	: 	: 	3679.85 	3660.26 	3638.46 	3623.54 	3610.48 	3589.98 	3551.00 	3510.77 	4245.39 	4215.29 	4184.35 	4156.53 	5409.04 	5376.49 	11227.13 	11169.99 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,BG	: 	: 	: 	: 	: 	: 	6677.20 	7628.23 	8517.13 	10451.91 	11375.12 	8942.68 	8789.19 	9005.48 	9003.98 	8530.89 	7978.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,BG31	: 	: 	: 	: 	: 	: 	8687.09 	11320.73 	12967.22 	13175.16 	14524.41 	14772.09 	12477.89 	17799.44 	12961.99 	13221.88 	14531.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,BG32	: 	: 	: 	: 	: 	: 	3321.82 	4539.20 	4828.52 	7718.09 	9531.04 	7418.47 	5981.83 	7363.36 	7722.38 	8259.48 	6044.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,BG33	: 	: 	: 	: 	: 	: 	8457.21 	8002.07 	13855.04 	16266.31 	18904.83 	15383.02 	15460.27 	9501.00 	9549.84 	8672.55 	8795.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,BG34	: 	: 	: 	: 	: 	: 	5331.04 	5359.10 	5383.01 	6333.82 	6365.23 	5441.65 	5480.99 	5463.56 	6321.27 	5866.83 	5913.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,BG41	: 	: 	: 	: 	: 	: 	10158.84 	12435.18 	13642.31 	12603.60 	15565.56 	11110.33 	11774.83 	12094.75 	10851.22 	9660.53 	8425.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,BG42	: 	: 	: 	: 	: 	: 	6610.21 	7071.84 	7554.32 	11369.98 	10466.43 	7503.31 	7998.41 	8321.37 	8575.05 	8225.83 	8294.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,CZ	: 	: 	: 	: 	: 	: 	4597.24 	4507.64 d	2418.74 	2458.09 	2406.81 	2359.10 	2409.77 	2413.90 	2341.17 	2282.92 	2218.86 	2149.47 	2213.20 	2153.97 	2177.92 	2155.78 b	2248.33 	2211.47 	2159.74 	2193.33 	2230.03 	: 	: 
HAB_P,HBEDT_OTH,CZ01	: 	: 	: 	: 	: 	: 	8959.32 	12637.78 d	8190.73 	8185.67 	6915.37 	6877.01 	6136.26 	4858.51 	4757.94 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,CZ02	: 	: 	: 	: 	: 	: 	3108.44 	3272.04 d	1496.05 	1446.10 	1432.62 	1450.53 	1430.56 	1428.87 	1426.46 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,CZ03	: 	: 	: 	: 	: 	: 	5778.27 	5768.09 d	5760.65 	5142.86 	5138.03 	5133.75 	5351.80 	4806.49 	4511.17 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,CZ04	: 	: 	: 	: 	: 	: 	33998.77 	34071.12 d	31304.43 	31384.46 	31436.71 	31467.74 	34368.36 	31461.42 	31265.14 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,CZ05	: 	: 	: 	: 	: 	: 	1611.78 	1592.66 d	1012.25 	1013.04 	1013.30 	999.07 	997.46 	1087.20 	1031.93 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,CZ06	: 	: 	: 	: 	: 	: 	10655.85 	10642.52 d	7000.30 	6996.06 	5926.01 	5314.07 	5473.40 	5449.79 	4789.12 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,CZ07	: 	: 	: 	: 	: 	: 	6560.12 	4242.41 d	2794.47 	2865.62 	2766.65 	2866.02 	3773.57 	3544.75 	3539.91 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,CZ08	: 	: 	: 	: 	: 	: 	5900.45 	6068.43 d	1337.94 	1522.44 	1527.46 	1420.14 	1424.69 	1401.17 	1409.50 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,EE	: 	: 	: 	: 	: 	: 	10608.12 	10276.13 	7939.74 	8114.70 	7854.67 	8020.93 	6986.99 	6927.93 	6206.85 	6235.23 	5839.55 	5630.37 	5759.33 	4772.84 	4406.71 	4406.89 	4018.04 	3893.70 	3876.83 	3715.47 	7007.97 	4301.51 	2323.68 
HAB_P,HBEDT_OTH,EE00	: 	: 	: 	: 	: 	: 	10608.12 	10276.13 	7939.74 	8114.70 	7854.67 	8020.93 	6986.99 	6927.93 	6206.85 	6235.23 	5839.55 	5630.37 	5759.33 	4772.84 	4406.71 	4406.89 	4018.04 	3893.70 	3876.83 	3715.47 	7007.97 	4301.51 	2323.68 
HAB_P,HBEDT_OTH,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38693.03 	33906.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,EL30	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13862.02 	12188.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,FI	: 	: 	: 	: 	: 	: 	34901.47 	36654.44 	40288.68 	39231.67 	39619.64 	49205.06 	65108.18 	73797.21 	80132.11 	78601.01 	81970.24 	59411.04 	16393.12 	12777.88 	13724.89 	13840.13 b	714.65 	730.99 	802.47 	925.18 	1022.79 	1053.27 	: 
HAB_P,HBEDT_OTH,FI19	: 	: 	: 	: 	: 	: 	24610.69 	91722.80 	42887.30 	47166.26 	42582.81 	46813.95 	67619.20 	96220.18 	111814.08 	111386.08 	102487.08 	110650.50 	63019.62 	62881.50 	59929.11 	59878.55 b	592.82 	596.21 	643.73 	825.24 	869.27 	855.13 	: 
HAB_P,HBEDT_OTH,FI1B	: 	: 	: 	: 	: 	: 	33579.68 	33924.05 	25018.32 	25128.17 	26113.28 	28772.18 	33545.03 	38272.18 	43399.59 	40549.11 	41306.90 	47821.15 	11045.76 	11048.68 	5963.24 	7186.30 b	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,FI1C	: 	: 	: 	: 	: 	: 	105554.41 	58089.70 	58065.35 	31348.26 	33083.29 	44435.19 	67803.09 	60517.74 	57346.65 	63571.67 	71358.91 	59979.18 	22755.39 	27709.99 	27669.35 	28334.98 b	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,FI1D	: 	: 	: 	: 	: 	: 	30219.99 	19412.75 	68449.16 	144432.17 	144315.83 	: 	: 	: 	: 	: 	: 	48136.59 	11022.26 	6035.25 	16348.38 	11125.30 b	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,FI20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	1425.86 	1342.55 	1332.87 	1327.87 	1678.67 	2792.22 	: 
HAB_P,HBEDT_OTH,FR91	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,FR92	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,FR93	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,FR94	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,HR	: 	: 	: 	: 	: 	: 	: 	: b	964.95 	962.80 	989.13 	1106.45 	1229.67 d	1176.23 	1164.66 	1139.20 	1158.74 	1104.69 	985.70 	978.73 	948.91 	988.66 	1007.50 	986.10 	1007.54 	1019.71 	1076.93 	1166.51 	957.83 
HAB_P,HBEDT_OTH,HR03	: 	: 	: 	: 	: 	: 	: 	: b	839.41 	824.08 	858.35 	1172.08 	1715.75 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,HR04	: 	: 	: 	: 	: 	: 	: 	: b	1041.94 	1049.89 	1069.25 	1076.85 	1079.88 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,HU10	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,HU21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,HU22	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,HU23	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,HU31	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,HU32	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,HU33	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	22007.57 	20271.62 	16128.82 	15697.79 	15417.66 	14968.24 	14616.90 	14426.28 	9584.82 	9004.52 	8614.60 	8466.06 b	6698.91 	6597.52 	6190.32 	6144.78 
HAB_P,HBEDT_OTH,IE01	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 
HAB_P,HBEDT_OTH,IE02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	16108.06 	14853.82 	11815.96 	11500.71 	11300.68 	10981.85 	10739.70 	10615.56 	7057.87 	6631.01 	6341.58 	6224.99 b	: 	: 	: 	: 
HAB_P,HBEDT_OTH,LU	: 	: 	: 	: 	: 	2461.85 	2403.39 	2347.34 	2292.66 b	1159.27 	1141.73 	1136.67 	1116.11 	1131.13 	1111.09 	1094.07 	1029.11 	914.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,LU00	: 	: 	: 	: 	: 	2461.85 	2403.39 	2347.34 	2292.66 b	1159.27 	1141.73 	1136.67 	1116.11 	1131.13 	1111.09 	1094.07 	1029.11 	914.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,LV	: 	: 	: 	: 	: 	: 	792.28 	793.39 	797.40 	777.94 	775.20 	784.13 	707.29 	621.03 	626.87 	628.25 	627.64 	623.11 	630.12 	624.20 	582.40 	537.22 b	477.71 	420.74 	433.59 	415.21 	457.15 	452.72 	441.57 
HAB_P,HBEDT_OTH,LV00	: 	: 	: 	: 	: 	: 	792.28 	793.39 	797.40 	777.94 	775.20 	784.13 	707.29 	621.03 	626.87 	628.25 	627.64 	623.11 	630.12 	624.20 	582.40 	537.22 b	477.71 	420.74 	433.59 	415.21 	457.15 	452.72 	441.57 
HAB_P,HBEDT_OTH,MK	: 	: 	: 	: 	: 	: 	2458.70 	2496.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,MK00	: 	: 	: 	: 	: 	: 	2458.35 	2496.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,MT	: 	: 	: 	: 	: 	: 	: 	: 	1290.81 	1280.57 	1963.53 	2709.20 	1817.08 	2380.11 	2364.67 	4658.71 	4695.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,MT00	: 	: 	: 	: 	: 	: 	: 	: 	1290.81 	1280.57 	1963.53 	2709.20 	1817.08 	2380.11 	2364.67 	4658.71 	4695.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4979.03 	4432.77 	4550.47 	4382.33 b	5389.65 	5154.09 	5118.39 	5065.54 	4998.81 b	4630.86 	4599.21 	4527.88 	4276.89 	4158.10 	4002.85 b	3887.50 b	3635.37 
HAB_P,HBEDT_OTH,NL11	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5717.39 e	3789.90 e	4032.63 e	3508.23 e	3493.77 e	2937.21 e	3100.66 e	2937.13 be	2933.16 be	2926.33 e
HAB_P,HBEDT_OTH,NL12	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5799.87 e	5278.01 e	4827.07 e	4449.01 e	4766.68 e	4742.92 e	4719.51 e	4362.88 be	4055.32 be	3784.42 e
HAB_P,HBEDT_OTH,NL13	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2666.81 e	6809.32 e	4292.33 e	5855.62 e	6655.46 e	5784.31 e	5738.33 e	5067.67 be	5034.85 be	4498.33 e
HAB_P,HBEDT_OTH,NL21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5775.55 e	4542.32 e	4704.14 e	4475.14 e	4445.77 e	4079.75 e	3910.94 e	3896.95 be	3741.14 be	3592.64 e
HAB_P,HBEDT_OTH,NL22	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4887.07 e	5393.82 e	4816.84 e	4905.05 e	5003.20 e	4848.42 e	4703.01 e	4676.29 be	4645.17 be	3926.90 e
HAB_P,HBEDT_OTH,NL23	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17335.03 e	11177.62 e	10769.03 e	7795.93 e	5997.54 e	7184.48 e	6928.94 e	6689.60 be	6450.30 be	4971.40 e
HAB_P,HBEDT_OTH,NL31	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3951.97 e	4908.53 e	3974.73 e	4243.41 e	4374.69 e	4014.91 e	3981.51 e	3679.39 be	3418.54 be	3286.04 e
HAB_P,HBEDT_OTH,NL32	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5346.46 e	4317.01 e	4282.16 e	4049.61 e	4023.60 e	3702.13 e	3634.70 e	3473.27 be	3417.32 be	3099.68 e
HAB_P,HBEDT_OTH,NL33	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5279.82 e	4959.77 e	4607.06 e	4578.73 e	4491.88 e	4242.87 e	4121.95 e	4010.80 be	3905.67 be	3673.23 e
HAB_P,HBEDT_OTH,NL34	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9444.79 e	5372.54 e	5334.19 e	6186.98 e	5289.43 e	5274.11 e	6131.50 e	4582.50 be	4560.71 be	4531.64 e
HAB_P,HBEDT_OTH,NL41	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5207.96 e	5416.18 e	4731.12 e	4889.28 e	4851.01 e	4445.53 e	4334.45 e	4228.36 be	4123.62 be	3882.18 e
HAB_P,HBEDT_OTH,NL42	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4570.37 e	4969.51 e	4567.74 e	4560.99 e	4744.24 e	4373.33 e	4053.34 e	3902.96 be	3758.73 be	3508.01 e
HAB_P,HBEDT_OTH,NO	: 	: 	: 	: 	: 	: 	2487.35 	2425.51 	2448.01 	2363.91 	2439.94 	2030.42 	1901.07 	1950.19 	1968.71 	1914.04 	1713.60 	1601.08 	1556.38 	1650.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,NO01	: 	: 	: 	: 	: 	: 	5672.47 	5654.74 	5941.48 	5841.35 	5700.55 	5063.04 	5014.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,NO02	: 	: 	: 	: 	: 	: 	763.62 	749.72 	775.61 	745.99 	828.94 	604.84 	584.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,NO03	: 	: 	: 	: 	: 	: 	2716.68 	2718.01 	2688.12 	2617.28 	2769.49 	2132.05 	1958.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,NO04	: 	: 	: 	: 	: 	: 	4250.58 	4531.93 	4754.51 	4482.37 	5206.75 	4915.06 	5611.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,NO05	: 	: 	: 	: 	: 	: 	3274.97 	3345.61 	3375.41 	3362.57 	3127.36 	2703.22 	2219.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_OTH,NO06	: 	: 	: 	: 	: 	: 	2152.15 	1945.24 	1926.30 	1871.85 	1674.89 	1656.85 	1483.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
