unit,wstatus,isco08,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
NR,PACT,OC5321_5322,LU	: 	: 	: 	: 	3696.00 	3584.00 	3468.00 	3349.00 	3219.00 	3151.00 	2868.00 	2755.00 	2650.00 	2480.00 	2342.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321_5322,LV	: 	2268.00 	2193.00 	2182.00 	2159.00 	2100.00 	2109.00 	2102.00 	2051.00 	1984.00 	1954.00 	1937.00 	2079.00 	2169.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321_5322,MK	: 	323.00 	384.00 	358.00 	408.00 	452.00 	438.00 	383.00 	345.00 	393.00 	461.00 	590.00 	553.00 	613.00 	704 b	409.00 	424.00 	445.00 	400.00 	464.00 	509.00 	546.00 	623.00 	625.00 	672.00 	635.00 	653.00 	771.00 	828.00 	851.00 	891.00 	877.00 	968.00 	1012.00 	1069.00 	1099.00 	1123.00 	: 	: 	: 	: 	1111.00 
NR,PACT,OC5321_5322,NO	121699.00 	119287.00 	118370.00 	116798.00 	116265.00 	114614.00 	113804 b	110726.00 	109980.00 	108758.00 	108027.00 	106918.00 	106679.00 	104034.00 	101505.00 	97800.00 	93859.00 	91551.00 	90012.00 	88772.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321_5322,RO	: 	73931.00 	72357.00 	70257.00 	69353.00 	66256.00 	62857.00 	60720.00 	59626.00 	59440.00 	60130.00 	62838.00 	64801.00 	66339.00 	62292.00 	59124.00 	59199.00 	58904.00 	58670.00 	60757.00 	57708.00 	57459.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321_5322,RS	98.00 	95.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
NR,PACT,OC5321_5322,SI	: 	2713 e	2528 e	2365 e	2082 e	1783 e	3836.00 	4016.00 	4200.00 	3822 b	3211.00 	3351.00 	3288.00 	3088.00 	3124.00 	2444.00 	2606.00 	2543.00 	2450.00 	2257.00 	2113.00 	2588.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PACT,OC5321_5322,SK	: 	11197 e	11876.00 	12774 b	9826.00 	11554.00 	10019.00 	8894.00 	8928.00 	9749.00 	10297.00 	10090.00 	10576.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12230.00 	11846.00 	12278.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221,AT	: 	92022.00 	91385 b	60575 d	60224 d	59165 d	58732 d	58040 d	56747 d	56085 d	55594 d	54617 d	54018 d	52924 d	51524 d	50808 d	49294 d	48435 d	46147 d	45879 d	44916 d	44426 d	43279 d	42013 d	41320 d	40310 d	39324 d	37721 d	35014 d	32868 d	31151 d	29997 d	29073 d	27866 d	27930 d	26916 d	25832 d	: 	: 	: 	: 	: 
NR,PRACT,OC2221,BG	: 	29160.00 	30546.00 	30589.00 	30955.00 	30976.00 	31397.00 	31917.00 	32455.00 	32059.00 	31609.00 	31786.00 	31961.00 	32314.00 	32244.00 	31599.00 	31235.00 	29769.00 	29650.00 	28508.00 	29769.00 	31479 b	45252.00 	47343.00 	47434.00 	51109.00 	51035.00 	50773.00 	52038.00 	50230.00 	50480.00 	53810.00 	53124.00 	53203.00 	52410.00 	51339.00 	50805.00 	: 	: 	: 	: 	45449.00 
NR,PRACT,OC2221,CH	: 	102025.00 	99390.00 	97752.00 	95572.00 	95272.00 	93101.00 	90757.00 	89083.00 	86382.00 	84176.00 	81424 b	78397 e	76127 e	74251 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221,CY	: 	: 	4690.00 	4630.00 	4527.00 	4376.00 	4316.00 	4128.00 	4019.00 	3930.00 	3931.00 	3703.00 	3547.00 	3312.00 	3361.00 	3139.00 	2909 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221,CZ	: 	86756.00 	86083.00 	85744.00 	85372.00 	83799.00 	84450.00 	83492 e	84045.00 	84688.00 	84328.00 	84796.00 	84514.00 	82765.00 	82667.00 	82668.00 	82835.00 	82743 b	81384.00 	81491.00 	80206.00 	77998.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221,DE	: 	1003000.00 	980000.00 	955000.00 	916000.00 	895000.00 	876000.00 	868000.00 	850000.00 	820000.00 	814000.00 	807000.00 	802000.00 	787000.00 	774000.00 	764000.00 	757000.00 	745000.00 	738000.00 	723000.00 	713000.00 	705000.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221,DK	: 	: 	58910.00 	58509.00 	57821.00 	56991.00 	56372.00 	56060.00 	55889.00 	55694.00 	55000.00 	54481.00 	54110.00 	52478.00 	50766.00 	51919.00 	51946.00 	51044.00 	50064.00 	50754.00 	50005.00 	49706.00 	48575.00 	48636.00 	47904.00 	46443.00 	45855.00 	45422.00 	45686.00 	45132.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221,EE	: 	8484.00 	8279.00 	8317.00 	8157.00 	8029.00 	7904.00 	7551.00 	7428 b	8158 b	8283.00 	8154.00 	8218.00 	8577.00 	8585.00 	8492.00 	8515 b	8509.00 	8412.00 	8294.00 	8050.00 	8153.00 	8333.00 	8513.00 	8633.00 	8864.00 	9258.00 	9414.00 	9737.00 	9882 b	10169.00 	12754.00 	12806.00 	13018.00 	13024.00 	12703.00 	12537.00 	12321.00 	12070.00 	11910.00 	11346.00 	10936.00 
NR,PRACT,OC2221,EL	: 	: 	21129 d	20955 d	20672 d	20459 d	19743 d	19825 d	19973 d	20223 d	20750 d	20491 d	20155 d	19349 d	18968 d	18319 d	17698 d	16902 d	17109 d	16832 d	15259 d	14030 d	13227 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221,ES	: 	289100.00 	277633.00 	274633.00 	267266.00 	256333.00 	245533.00 	239333.00 	239767.00 	245300.00 	243967.00 	239867.00 	229700.00 	221600.00 	208267.00 	197867.00 	190400.00 	184600.00 	180833.00 	168833.00 	158300.00 	143567.00 	136300.00 	133633.00 	133933.00 	130000.00 	: 	: 	: 	: 	: 	104300.00 	: 	: 	: 	: 	86200.00 	: 	: 	: 	: 	78800.00 
NR,PRACT,OC2221,FI	: 	: 	: 	: 	: 	: 	: 	55861.00 	55600.00 b	52649.00 	50516.00 	49084.00 	48194.00 	46718.00 	46718.00 	46063.00 	43694.00 	42287.00 	: 	: 	: 	34876.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221,HR	8287.00 	7753.00 	7322.00 	6811.00 	6298.00 	6027.00 	5704.00 	5085.00 	4748.00 	4388.00 	4078.00 	3931.00 	3768.00 	3770.00 	3660.00 	3556.00 	3445.00 	3369.00 	3297.00 	3347.00 	3358.00 	3369.00 	3351.00 	3358.00 	3435.00 	3383.00 	3513.00 	3324.00 	3435.00 	3561.00 	3503.00 	3778.00 	3661.00 	3555.00 	3321.00 	3125.00 	2863.00 	: 	: 	: 	: 	1742.00 
NR,PRACT,OC2221,HU	47851 p	48707.00 	48639.00 	48332.00 	46813 b	47494.00 	48524.00 	48604.00 	48304.00 	48177.00 	48914.00 	47275.00 	47308.00 	46522.00 	44593.00 	48225.00 	45113.00 	43255.00 	42322.00 	42861.00 	40310.00 	38464 b	44490.00 	45449.00 	44173.00 	45022.00 	43483.00 	45084.00 	45326.00 	42239.00 	40226.00 	43378.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221,IE	64072.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221,IS	: 	3625.00 	3457.00 	3155.00 	2980.00 	2741.00 	3090.00 	3032.00 	3025.00 	2909.00 	2765.00 	2653.00 	2686.00 	2729.00 	2729.00 	2567.00 	2546.00 	2525.00 	2474.00 	2342.00 	2325.00 	2237.00 	2216.00 	2205.00 	2075.00 	2052.00 	2035.00 	1952.00 	1913.00 	1859.00 	1816.00 	1793.00 	1722.00 	1718.00 	1709.00 	1657.00 	1565.00 	1519.00 	1454.00 	1366.00 	1246.00 	1160.00 
NR,PRACT,OC2221,IT	370887 ep	373064 e	367684 e	346947 e	351008 e	337515 e	330602 e	320705 e	306044 e	304197 e	308902 e	310005 e	310530 e	309323 e	307700 e	298849 e	288412 e	295232 e	300365 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221,LI	268.00 	263.00 	276 b	252.00 	247 b	235.00 	238.00 	233 be	220 be	181 be	79 be	77 b	59.00 	66.00 	70.00 	67.00 	66.00 	59.00 	66.00 	64.00 	53.00 	45 b	37.00 	40.00 	37.00 	32.00 	33.00 	34.00 	31.00 	28.00 	30.00 	34.00 	28.00 	32.00 	35.00 	40.00 	32.00 	33.00 	28.00 	27.00 	26.00 	22.00 
NR,PRACT,OC2221,LT	: 	21818.00 	21629.00 	21793.00 	21802.00 	22099.00 	22260.00 	22286.00 	22324.00 	22691.00 	22817.00 	22835.00 	23271.00 	23884.00 	23805.00 	24137.00 	24247.00 	24488.00 	25015.00 	25600.00 	26284.00 	26706.00 	27930.00 	31051.00 	31565.00 	32348.00 	32444.00 	32849.00 	32559.00 	33074.00 	33041.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221,LU	: 	: 	: 	: 	6992.00 	6836.00 	6783.00 	6657.00 	6481.00 	6329.00 	5843.00 	5602 b	5533.00 	: 	: 	5171.00 	5101 b	4166.00 	4037 b	3464.00 	3296.00 	3220.00 	3147.00 	3079.00 	3070.00 	2967.00 	2838.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221,MT	: 	4131.00 	3877.00 	3772.00 	3757.00 	3699.00 	3431.00 	3412.00 	2974.00 	2805.00 	2786.00 	2686.00 	2560 b	2647.00 	2387.00 	2280.00 	2221.00 	2136 b	2069.00 	2057 b	1473.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1430.00 	1467.00 	1467.00 	: 	: 	: 	: 	1323.00 	1208.00 	: 
NR,PRACT,OC2221,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40300 e	40400 e	42400 e	41000 e	38600 e	35600 e	34700 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221,NO	99065.00 	96900.00 	95624.00 	94096.00 	93203.00 	91487.00 	89836 b	86764.00 	84664.00 	82939.00 	81238.00 	78857.00 	76902 b	74309.00 	72873.00 	71479.00 	69399.00 	66986.00 	64744.00 	62338.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221,PL	: 	: 	: 	: 	193700.00 	195838.00 	197381.00 	199188.00 	200587.00 	: 	200850.00 	200769.00 	200280.00 	197929.00 	197452.00 	194209.00 	194205 b	188226 b	181291.00 	185892.00 	186491.00 	189632.00 	197153.00 	213127.00 	217190.00 	215295.00 	211603.00 	208571.00 	203895.00 	203635.00 	204004.00 	207767.00 	197880.00 	193912.00 	191800.00 	186484.00 	179727.00 	172076.00 	168567.00 	164023.00 	161269.00 	156975.00 
NR,PRACT,OC2221,RO	: 	15785.00 	15191.00 	14394.00 	13673.00 	12909.00 	12104.00 	11061.00 	10270.00 	8779.00 	6429.00 	5422 b	4091.00 	2353.00 	1253.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221,RS	6951.00 	6883 b	: 	6070.00 	5835.00 	5714.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221,SE	: 	: 	111533.00 	110707.00 	109781.00 	108670.00 	107529.00 	106275.00 	105277.00 	104123.00 	102987.00 	101874.00 	100353.00 	99440.00 	98348.00 	96596.00 	94653.00 	92514.00 	90454.00 	89138.00 	86988.00 	85494.00 	84651.00 	83623.00 	81885.00 	82420.00 	82479.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221,SI	: 	9043.00 	7996.00 	7104.00 	6636.00 	6345.00 	5346.00 	5022.00 	4797.00 	4551.00 	4500.00 	4336.00 	4151.00 	3918.00 	3780.00 	3690.00 	3556.00 	3431.00 	3362 b	3306.00 	3218.00 	3088.00 	3061.00 	3051.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221,UK	: 	: 	: 	423200.00 de	423158.00 d	423497.00 d	420235.00 d	417614.00 d	413101.00 d	409221.00 d	416970.00 d	419436.00 d	418636.00 d	422030.00 d	413224.00 d	420049.00 d	418507.00 d	408049.00 d	396229.00 d	381967.00 d	364289.00 d	352165.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221_3221,AL	: 	: 	: 	: 	: 	: 	: 	: 	12455.00 	12878.00 	: 	: 	12455.00 	: 	12746.00 	12746.00 	11136.00 	11136.00 	11238.00 	11470.00 	11993.00 	12570.00 	12730.00 	12730.00 	14284.00 	14284.00 	14318.00 	14318.00 	15812.00 	: 	: 	14785.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221_3221,AT	: 	93477.00 	92115 b	60694 d	60263 d	59165 d	58732 d	58040 d	56747 d	56085 d	55594 d	54617 d	54018 d	52924 d	51524 d	50808 d	49294 d	48435 d	46147 d	45879 d	44916 d	44426 d	43279 d	42013 d	41320 d	40310 d	39324 d	37721 d	35014 d	32868 d	31151 d	29997 d	29073 d	27866 d	27930 d	26916 d	25832 d	: 	: 	: 	: 	: 
NR,PRACT,OC2221_3221,BE	: 	: 	: 	126496.00 	127681.00 	124196.00 	122127 e	118608 e	114959 e	111331 e	108258 e	104513 e	101743.00 	99805 e	98137 e	96232 e	94401 e	91644 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221_3221,BG	: 	29160.00 	30546.00 	30589.00 	30955.00 	30976.00 	31397.00 	31917.00 	32455.00 	32059.00 	31609.00 	31786.00 	31961.00 	32314.00 	32244.00 	31599.00 	31235.00 	29769.00 	29650.00 	28508.00 	29769.00 	31479 b	45252.00 	47343.00 	47434.00 	51109.00 	51035.00 	50773.00 	52038.00 	50230.00 	50480.00 	53810.00 	53124.00 	53203.00 	52410.00 	51339.00 	50805.00 	: 	: 	: 	: 	: 
NR,PRACT,OC2221_3221,CH	: 	158714.00 	154004.00 	149791.00 	145602.00 	142522.00 	137306.00 	132307.00 	128693.00 	124534.00 	119992.00 	114575 b	107303 e	103959 e	100700 e	97953 e	94240 e	94002 e	94263 e	89670 e	86048 e	83273 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221_3221,CY	: 	: 	4778.00 	4717.00 	4625.00 	4477.00 	4434.00 	4268.00 	4178.00 	4106.00 	4148.00 	3946.00 	3805.00 	3569.00 	3684.00 	3477 b	3096.00 	3247.00 	3069.00 	2994.00 	2963.00 	2931.00 	2950.00 	2937.00 	2901.00 	2850.00 	2821.00 	2726.00 	2654.00 	2524.00 	2476.00 	2478.00 	2450.00 	2341.00 	2279.00 	2211.00 	2155.00 	2149.00 	2089.00 	2017.00 	1783.00 	1707.00 
NR,PRACT,OC2221_3221,CZ	: 	92664.00 	91354.00 	90587.00 	90061 b	83799.00 	84450.00 	83492 e	84045.00 	84688.00 	84328.00 	84796.00 	84514.00 	82765.00 	82667.00 	82668.00 	82835.00 	82743 b	81384.00 	81491.00 	80206.00 	77998 b	75871.00 	75617.00 	75744.00 	76087.00 	76493.00 	74964.00 	75021.00 	75230.00 	74681.00 	75066.00 	74997.00 	73873.00 	72766.00 	71491.00 	69731.00 	67855.00 	66208.00 	64609.00 	62750.00 	61335.00 
NR,PRACT,OC2221_3221,DE	: 	1003000.00 	980000.00 	955000.00 	916000.00 	895000.00 	876000.00 	868000.00 	850000.00 	820000.00 	814000.00 	807000.00 	802000.00 	787000.00 	774000.00 	764000.00 	757000.00 	745000.00 	738000.00 	723000.00 	713000.00 	705000.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221_3221,DK	: 	: 	58910.00 	58509.00 	57821.00 	56991.00 	56372.00 	56060.00 	55889.00 	55694.00 	55000.00 	54481.00 	54110.00 	52478.00 	50766.00 	51919.00 	51946.00 	51044.00 	50064.00 	50754.00 	50005.00 	49706.00 	48575.00 	48636.00 	47904.00 	46443.00 	45855.00 	45422.00 	45686.00 	45132.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221_3221,EE	: 	8484.00 	8279.00 	8317.00 	8157.00 	8029.00 	7904.00 	7551.00 	7428 b	8158 b	8283.00 	8154.00 	8218.00 	8577.00 	8585.00 	8492.00 	8515 b	8509.00 	8412.00 	8294.00 	8050.00 	8153.00 	8333.00 	8513.00 	8633.00 	8864.00 	9258.00 	9414.00 	9737.00 	9882 b	10169.00 	12754.00 	12806.00 	13018.00 	13024.00 	12703.00 	12537.00 	12321.00 	12070.00 	11910.00 	11346.00 	10936.00 
NR,PRACT,OC2221_3221,EL	: 	: 	36251 d	36118 d	35592 d	35019 d	34718 d	35223 d	36103 d	36883 d	38530 d	38422 d	37306 d	36197 d	35658 d	35797 d	36666 d	36133 d	36319 d	36063 d	32068 d	29704 d	28452 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221_3221,ES	: 	289100.00 	277633.00 	274633.00 	267266.00 	256333.00 	245533.00 	239333.00 	239767.00 	245300.00 	243967.00 	239867.00 	229700.00 	221600.00 	208267.00 	197867.00 	190400.00 	184600.00 	180833.00 	168833.00 	158300.00 	143567.00 	136300.00 	133633.00 	133933.00 	130000.00 	: 	: 	: 	: 	: 	104300.00 	: 	: 	: 	: 	86200.00 	: 	: 	: 	: 	78800.00 
NR,PRACT,OC2221_3221,FI	: 	: 	: 	74824.00 	73074.00 	71302.00 	70881.00 	70126.00 	68576.00 	67411.00 	65612.00 	64181.00 	64158.00 	62811.00 	60456.00 	59020.00 	56874.00 	54876.00 	: 	: 	: 	55426.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221_3221,HR	28306.00 	28081.00 	27870.00 	27235.00 	27094.00 	26398.00 	24552.00 	24558.00 	24803.00 	24262.00 	23892.00 	23447.00 	22634.00 	23161.00 	22307.00 	21838.00 	21464.00 	21294.00 	20896.00 	20796.00 	20694.00 	20664.00 	20220.00 	19856.00 	19390.00 	18499.00 	17908.00 	19633.00 	20232.00 	20732.00 	20165.00 	22428.00 	23783.00 	23242.00 	22752.00 	22057.00 	20910.00 	: 	: 	: 	: 	16213.00 
NR,PRACT,OC2221_3221,HU	64127 p	64197.00 	64722.00 	64695.00 	63739 b	63158.00 	63673.00 	63289.00 	63589.00 	62742.00 	61915.00 	62088.00 	62272.00 	61783.00 	59829.00 	62414.00 	59992.00 	58399.00 	58457.00 	57721.00 	56237.00 	53880 b	54997.00 	56150.00 	54885.00 	55828.00 	55268.00 	56223.00 	56319.00 	53047.00 	50481.00 	53854.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221_3221,IE	64072.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221_3221,IS	: 	5727.00 	5539.00 	5174.00 	4978.00 	4770.00 	5112.00 	5019.00 	5003.00 	4863.00 	4728 e	4625.00 	4871.00 	4726.00 	4361.00 	4167.00 	4146.00 	3999.00 	3948.00 	3816.00 	3745.00 	3728.00 	3717.00 	3701.00 	3554.00 	3522.00 	3505.00 	3421.00 	3363.00 	3254.00 	3224.00 	3179.00 	3052.00 	2965.00 	2893.00 	2779.00 	2679.00 	2638.00 	2538.00 	2333.00 	2156.00 	2028.00 
NR,PRACT,OC2221_3221,IT	370887 ep	373064 e	367684 e	346947 e	351008 e	337515 e	330602 e	320705 e	306044 e	304197 e	308902 e	310005 e	310530 e	309323 e	307700 e	298849 e	288412 e	295232 e	300365 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221_3221,LI	347.00 	338.00 	352 b	320.00 	335 b	298.00 	298.00 	288 be	271 be	223 be	89 be	86 b	64.00 	69.00 	75.00 	71.00 	70.00 	65.00 	72.00 	72.00 	66.00 	65 b	58.00 	59.00 	52.00 	60.00 	56.00 	58.00 	60.00 	55.00 	56.00 	62.00 	51.00 	50.00 	48.00 	44.00 	38.00 	38.00 	34.00 	31.00 	32.00 	26.00 
NR,PRACT,OC2221_3221,LT	: 	21818.00 	21629.00 	21793.00 	21802.00 	22099.00 	22260.00 	22286.00 	22324.00 	22691.00 	22817.00 	22835.00 	23271.00 	23884.00 	23805.00 	24137.00 	24247.00 	24488.00 	25015.00 	25600.00 	26284.00 	26706.00 	27930.00 	31051.00 	31565.00 	32348.00 	32444.00 	32849.00 	32559.00 	33074.00 	33041.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221_3221,LU	: 	: 	: 	: 	6992.00 	6836.00 	6783.00 	6657.00 	6481.00 	6329.00 	5843.00 	5602 b	5533.00 	: 	: 	5171.00 	5101 b	4166.00 	4037 b	3464.00 	3296.00 	3220.00 	3147.00 	3079.00 	3070.00 	2967.00 	2838.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221_3221,LV	: 	7952 b	8402.00 	8392.00 	8872.00 	9086.00 	9263.00 	9619.00 	9831.00 	9887.00 	10206.00 	10514.00 	10484.00 	12090.00 	12174.00 	12441.00 	11204 b	11035.00 	10791.00 	10543.00 	10548.00 	10842.00 	11140.00 	10761.00 	11467.00 	11952.00 	12133.00 	11527.00 	13151.00 	14198.00 	15509.00 	15223.00 	14748.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221_3221,MT	: 	4131.00 	3877.00 	3772.00 	3757.00 	3699.00 	3431.00 	3412.00 	2974.00 	2805.00 	2786.00 	2686.00 	2560 b	2647.00 	2387.00 	2280.00 	2221.00 	2136 b	2069.00 	2057 b	1473.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1430.00 	1467.00 	1467.00 	: 	: 	: 	: 	1323.00 	1208.00 	: 
NR,PRACT,OC2221_3221,NL	: 	193206.00 	186801 b	192263.00 	187345.00 	181685.00 	178340.00 	174285 b	: 	: 	: 	: 	: 	138200 e	136000 e	134100 e	133700 e	132400 e	129800 e	126500 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221_3221,NO	99065.00 	96900.00 	95624.00 	94096.00 	93203.00 	91487.00 	89836 b	86764.00 	84664.00 	82939.00 	81238.00 	78857.00 	76902 b	74309.00 	72873.00 	71479.00 	69399.00 	66986.00 	64744.00 	62338.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221_3221,PL	: 	: 	: 	: 	193700.00 	195838.00 	197381.00 	199188.00 	200587.00 	: 	200850.00 	200769.00 	200280.00 	197929.00 	197452.00 	194209.00 	194205 b	188226 b	181291.00 	185892.00 	186491.00 	189632.00 	197153.00 	213127.00 	217190.00 	215295.00 	211603.00 	208571.00 	203895.00 	203635.00 	204004.00 	207767.00 	197880.00 	193912.00 	191800.00 	186484.00 	179727.00 	172076.00 	168567.00 	164023.00 	161269.00 	156975.00 
NR,PRACT,OC2221_3221,RO	: 	148739.00 	145788.00 	140493.00 	136458.00 	131200.00 	127012.00 	122660.00 	120062.00 	116377.00 	114252.00 	112758 b	122306.00 	119453.00 	122054.00 	121643.00 	118488.00 	115983.00 	114783.00 	117207.00 	113479.00 	111934.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PRACT,OC2221_3221,RS	43938.00 	42568 b	: 	43054.00 	42663.00 	42258.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
