unit,facility,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
HAB_P,HBEDI_PSY,UK	: 	: 	2710.03 	2600.95 	2517.91 	2408.14 	2169.17 	2090.43 	2014.24 	1922.18 	1851.84 b	1662.61 	1586.14 	1528.55 	1453.93 	1356.20 	1275.44 	1207.20 	1181.43 	1139.90 	1088.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,AL	: 	: 	: 	: 	: 	: 	: 	346.05 	346.69 	346.93 	334.52 	332.48 	: 	323.14 	320.26 	324.37 	321.84 	319.49 	314.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	245.47 	254.44 	252.51 	246.32 	242.22 	241.91 	244.96 	240.48 	238.90 	234.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,AT	: 	139.10 	137.52 	135.75 	134.75 	132.68 	131.86 	130.81 	130.31 	130.27 	130.66 	130.22 	129.99 	129.00 	130.51 	130.09 	129.29 	129.31 	128.10 	127.42 	125.82 	123.73 	122.02 	119.86 	118.49 	117.14 	116.33 	115.03 	113.19 	110.56 	107.65 	105.11 	103.60 	102.14 	100.89 	100.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,BE	: 	179.62 	177.86 	176.57 	173.49 	171.46 	170.90 	168.70 	167.08 	165.28 	163.86 	162.54 	160.03 	159.57 	157.41 b	155.40 	154.24 	153.18 	152.92 	151.04 	148.78 	147.20 	146.26 	144.58 	143.43 	141.76 	140.19 	135.83 	134.56 	133.30 	131.43 	130.94 	130.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,BG	: 	129.19 	132.12 	134.16 	137.56 	138.22 	140.26 	146.70 	151.24 	155.06 	151.13 	148.77 	151.34 	154.78 	159.29 	154.33 	161.75 	158.13 	153.58 	140.55 	134.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,CH	: 	217.70 	216.09 	214.90 	213.31 	211.42 	211.24 	206.19 	201.01 	198.12 	192.63 	195.91 	191.90 	186.56 	185.49 	180.53 	176.38 	171.70 	168.21 	165.66 	159.05 	151.33 	150.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,CY	: 	321.06 	314.22 	303.40 	291.83 	292.80 	292.76 	293.38 	288.94 	284.77 	280.41 	265.80 	264.24 	263.07 	262.94 	259.87 	: 	: 	: 	: 	221.10 	: 	: 	: 	: 	197.35 	: 	191.46 	183.47 	175.50 	170.31 	166.33 	164.79 	164.80 	161.72 	164.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,CZ	: 	151.97 	151.10 	150.89 	150.05 	149.99 	149.78 b	149.22 	144.30 	141.58 	137.08 	139.99 	138.60 	136.40 	134.29 	132.08 	130.73 	129.32 	128.79 	128.75 	128.21 b	129.27 	126.04 	124.39 	121.01 	117.64 	: 	: 	: 	: 	100.51 	: 	: 	: 	: 	98.93 	: 	: 	: 	: 	99.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,DE	: 	126.35 	125.26 	124.96 	124.03 	122.95 	121.53 	120.81 	119.96 	119.36 	120.11 	121.37 	121.75 	121.37 	120.52 	118.10 	116.58 	114.36 	112.70 	110.99 	109.69 	108.76 	107.59 	106.64 	104.53 	103.29 	102.98 	103.48 	101.17 	98.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,DK	: 	385.67 	382.90 	383.39 	385.18 	395.24 	371.92 b	325.67 	: 	319.54 b	285.89 	286.23 	280.07 	270.92 	263.78 	259.28 	251.82 	241.94 	233.33 	237.07 	232.90 	227.89 	220.26 	215.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,EE	: 	220.74 	220.51 	217.10 	213.39 	207.41 	204.28 	203.96 b	180.97 	186.60 	189.61 	186.23 	177.57 	182.43 	180.15 	185.79 	177.18 	174.46 	167.23 	151.54 	142.14 	134.22 	131.90 	129.66 	126.57 	119.78 	116.80 	103.92 	103.29 	88.58 	86.56 	83.82 	83.28 	82.70 	81.97 	81.99 	81.80 	81.27 	80.91 	80.85 	82.07 	85.42 	88.42 	90.36 	90.48 	91.63 	91.79 	91.33 	91.73 	91.34 	92.33 	92.81 	91.97 	91.98 	92.87 	93.23 	: 	: 	: 	: 	: 
HAB_P,HBEDT,EL	: 	239.23 	238.23 	237.58 	238.02 	235.52 	235.97 	235.76 	224.95 	223.47 	223.19 	203.04 	206.48 	205.03 	205.22 	209.24 	211.20 	211.12 	210.54 	207.78 	209.82 	209.36 	204.22 	203.17 	201.74 	202.24 	203.00 	200.61 	202.23 	201.18 	198.66 	196.11 	194.56 	193.27 	188.54 	182.49 	173.36 	171.26 	166.10 	162.39 	160.53 	158.94 	159.85 	157.46 	156.86 	154.64 	157.55 	159.11 	158.84 	157.05 	160.94 	163.27 	164.12 	166.45 	166.81 	169.91 	175.97 	170.32 	171.55 	172.17 	172.72 
HAB_P,HBEDT,ES	: 	339.44 	336.53 	336.22 	337.17 	335.66 	337.12 	337.45 	334.34 	328.26 	321.33 	316.88 	312.75 	308.00 	303.59 	299.28 	294.23 	291.12 	283.58 	279.09 	273.96 	269.88 	268.14 	264.68 	259.98 	256.87 	251.21 	247.64 	242.41 	236.95 	234.29 	230.41 	227.94 	226.02 	224.51 	219.31 	: 	: 	: 	: 	186.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	214.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,EU27_2020	: 	187.98 	185.81 	184.77 	183.44 	182.14 	181.20 	179.59 	177.62 e	176.17 	174.27 	171.78 	169.34 	167.91 	165.65 	163.33 	161.34 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,EU28	: 	: 	199.69 	198.37 	196.78 	195.23 	193.65 	191.87 	189.62 e	187.81 	185.61 	181.66 	178.95 	177.30 	174.47 	171.52 	169.10 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,FI	: 	298.87 	276.87 	304.79 	251.67 	229.71 	220.75 	205.25 	188.74 	181.11 	170.83 	159.94 	152.25 	148.52 	143.13 	141.79 	140.86 	138.06 	136.03 	134.01 	132.63 b	131.49 	128.66 	126.64 	123.21 	123.13 	122.04 	121.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,FR	: 	171.29 	169.25 	167.22 	165.05 	163.01 	161.37 	159.44 	157.74 	157.24 	155.55 	150.12 	144.87 	141.64 	140.63 	138.41 	135.31 	132.53 	129.66 	127.76 	125.47 	121.93 	118.26 	114.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,HR	: 	176.53 	178.17 	180.52 	182.07 	179.76 	169.31 	170.64 	169.89 	168.04 	173.02 	180.89 	177.53 	177.10 	177.95 	178.02 	175.50 	172.73 	170.94 	161.56 	163.11 	167.10 	166.09 	165.07 	163.96 	168.23 	164.79 	158.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,HU	: 	144.77 	143.87 	142.47 	142.83 	142.98 	143.18 	142.10 	142.84 	138.96 	139.24 	139.98 	140.74 	139.16 b	125.36 	126.35 	126.78 	126.66 	126.41 	126.29 	122.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,IE	: 	347.17 	336.26 	336.68 	337.90 	342.46 	388.50 	390.62 	393.39 	381.42 	366.75 	353.97 b	206.05 	196.20 	190.20 	183.17 	177.27 	176.31 	172.97 	170.63 	163.07 	160.14 	156.43 	152.51 	147.73 	143.39 	141.62 	138.25 	131.33 	125.82 	124.61 	121.47 	118.90 	109.48 b	126.23 	121.88 	119.31 	116.39 	113.33 	111.27 	110.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,IS	: 	357.35 	347.85 	326.43 	319.16 	320.56 	316.31 	310.42 	308.08 	303.82 	278.98 	270.37 	255.77 	242.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,IT	: 	316.18 	318.42 	314.40 	315.25 	312.94 	311.44 	301.96 	292.26 	284.31 	274.46 	270.75 	263.78 	255.99 	250.44 	247.34 	248.73 	239.24 	225.16 	216.75 	212.44 	202.97 	180.18 	170.03 	152.71 	159.57 	152.23 	149.39 	145.84 	147.16 	138.33 	141.79 	133.43 	128.59 	125.68 	120.26 	117.52 	112.94 	109.71 	106.76 	104.07 	101.55 	99.86 	97.50 	95.74 	94.27 	94.43 	94.93 	94.55 	94.48 	94.67 	95.55 	98.07 	100.14 	101.86 	103.58 	104.70 	105.60 	107.72 	109.87 	111.42 
HAB_P,HBEDT,LI	: 	688.62 	980.67 	417.16 	628.60 	624.90 	610.61 	606.29 	469.96 	465.54 	461.81 	510.59 b	417.32 	414.85 	412.19 	369.71 	366.46 	362.54 	358.45 	353.13 	347.28 	339.16 	326.47 	318.69 	316.66 	314.04 	310.91 	307.03 	302.32 	298.05 	287.42 	283.17 	279.48 	275.57 	272.38 	268.78 	265.96 	264.46 	262.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,LT	: 	157.57 	155.43 	152.49 	149.44 	143.55 	137.67 	136.75 	134.31 	134.52 	139.58 	139.22 	139.31 	139.08 	139.60 	137.29 	132.17 	127.32 	123.44 	120.00 	113.21 	111.70 	110.28 	104.18 	94.35 	91.41 	89.50 	84.49 	83.02 	80.22 	80.08 	78.99 	78.07 	78.15 	78.34 	78.27 	79.71 	80.89 	81.36 	81.96 	82.87 	84.99 	86.48 	87.64 	88.34 	89.55 	92.35 	93.58 	94.60 	95.84 	96.99 	99.02 	101.71 	104.24 	107.60 	111.86 	114.66 	117.56 	121.02 	123.95 	127.81 
HAB_P,HBEDT,LU	: 	234.49 	221.88 	214.51 	208.08 	202.71 	197.91 	193.37 	194.06 	189.45 	186.31 	182.94 	179.58 	176.40 	176.95 	172.86 	156.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,LV	: 	184.39 	182.03 	179.64 	174.83 	175.61 	176.77 	172.42 	169.92 	170.07 	175.97 	148.38 	128.78 	127.68 	127.44 	126.51 	126.35 	125.72 	127.11 	120.79 	113.97 b	110.70 	104.04 	102.05 	95.83 	89.36 	82.95 	81.76 	78.83 	74.46 	74.42 	74.18 	70.95 	70.23 	70.46 	73.33 	: 	: 	: 	: 	71.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	83.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,ME	: 	259.29 	255.55 	259.00 	254.42 	254.36 	254.22 	257.12 	251.66 	251.45 	251.19 	253.62 	254.48 	246.92 	237.38 	235.15 	233.72 	233.34 	234.51 	230.53 	231.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,MK	: 	234.58 	237.17 	233.64 	228.78 	227.90 	227.49 	224.91 	227.09 	221.85 	217.83 	223.31 	219.95 	219.12 	216.13 	212.86 	209.56 	208.02 	207.90 	202.58 	197.73 	195.97 	194.28 	193.91 	192.18 	184.54 	180.28 	184.67 	182.51 	171.38 	169.26 	179.03 	190.10 	190.50 	187.25 	185.84 	188.53 	189.79 	187.75 	193.06 	192.60 	190.78 	193.41 	189.88 	188.45 	183.81 	183.10 	185.26 	182.27 	183.83 	183.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,MT	: 	243.74 	232.10 	222.96 	214.08 	218.06 	217.93 	209.42 	212.46 	228.22 b	221.19 	206.96 b	135.33 	127.42 	132.11 	134.30 	134.11 	134.61 	133.64 	132.15 b	182.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,NL	: 	324.85 	311.10 	305.17 	293.17 	286.55 	282.05 	270.82 	264.65 b	251.60 	242.74 	237.47 	235.31 	233.02 	227.47 b	225.28 	222.45 	222.58 	213.33 	210.62 b	203.20 	194.42 	191.83 	188.76 	187.79 	185.70 b	182.03 b	175.70 	172.82 	170.90 	168.12 	164.89 	161.44 	159.27 	157.74 	156.30 	154.64 	152.25 	151.05 	145.85 	144.63 	142.59 	140.80 	139.13 	137.87 	135.43 	133.00 	130.59 	129.06 	130.29 	131.51 	130.61 	131.91 	130.82 	131.12 	133.35 	: 	: 	: 	: 	: 
HAB_P,HBEDT,NO	: 	288.22 	283.50 	277.79 	271.54 	265.82 	260.10 	259.16 	251.72 	238.38 	232.33 	221.10 	215.75 	205.59 	198.94 	193.76 	190.65 	200.44 	200.25 b	262.02 	263.37 	257.26 	255.40 	253.42 	251.95 	248.98 	244.88 	242.89 	237.70 	230.14 	214.19 	201.73 	185.09 	173.98 	170.47 	167.60 	: 	: 	: 	: 	137.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,PL	: 	161.96 	152.98 	150.97 	150.59 	150.72 	150.90 	151.32 	150.83 b	150.88 	151.29 	150.03 	151.07 b	155.67 	154.51 	153.36 	149.97 	149.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,PT	: 	285.22 	290.43 	294.69 	294.70 	296.88 e	301.29 	294.75 	293.59 	296.55 	296.61 	296.57 	294.90 	291.08 	287.45 	281.05 	278.62 	279.21 	280.38 	274.08 	269.62 	267.05 b	259.32 	254.51 	250.98 	255.18 	254.76 	252.85 	249.59 	248.93 	246.49 	245.70 	248.57 	248.59 	252.92 	252.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,RO	: 	141.69 	143.51 	145.09 	146.20 	147.25 	149.00 	149.85 	151.61 	158.47 	159.11 	151.05 	152.23 	152.94 	148.34 	147.65 	148.43 	148.29 	130.48 	127.65 	129.99 	132.02 b	136.80 	135.53 	132.31 	130.89 	129.96 	127.11 	127.23 	111.19 	112.09 	111.94 	111.85 	111.77 	111.84 	111.89 	112.49 	113.16 	113.49 	113.96 	113.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	142.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,RS	: 	175.76 	177.23 	178.30 	178.88 	179.20 	181.00 	181.85 	183.79 	184.19 	185.22 	186.75 	187.36 	187.05 	180.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,SE	: 	482.85 	468.75 	452.09 	427.55 	409.94 	394.02 	385.65 	376.41 b	370.31 	366.82 	361.91 	356.49 	349.22 	346.28 	341.02 	332.01 	327.76 	319.60 	305.47 b	279.30 	270.43 	266.32 	253.58 	231.81 	208.38 	192.83 	164.53 	150.02 b	84.36 	80.38 	77.38 	75.26 	73.01 	70.50 	68.49 	67.14 	66.82 	66.71 	64.58 	66.03 	65.77 	64.72 	65.63 	65.13 	64.60 	63.97 	63.95 	64.37 	65.19 	65.27 	65.61 	67.26 	67.80 	66.88 	66.88 	67.22 	68.47 	68.47 	68.77 	70.54 
HAB_P,HBEDT,SI	: 	225.62 	225.84 	222.34 	222.86 	221.53 	220.39 	219.68 	220.04 	216.25 	218.70 	217.24 	210.86 	213.55 	209.77 	206.96 	208.37 	201.69 	196.56 	193.67 	185.10 	180.95 	178.57 	176.80 	176.36 	174.38 	173.10 	172.59 	168.64 	166.40 	165.40 	164.92 	162.82 	160.54 	157.97 	155.38 	: 	: 	: 	: 	144.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,SK	: 	173.58 	175.56 	171.81 	172.89 	174.00 	172.85 	172.31 	169.18 	165.28 	154.70 	152.81 	151.73 	147.46 	148.49 	147.32 	144.69 	138.00 	132.07 	130.40 	127.29 	125.74 	124.35 	122.77 	120.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,TR	: 	347.70 	351.02 	355.58 	364.04 	373.09 	373.15 	376.91 	375.74 	381.60 	365.27 	381.89 	387.87 	394.15 	397.47 	400.27 	405.49 	403.68 	401.30 	: 	: 	432.27 	437.72 	441.86 	449.63 	453.96 	450.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT,UK	: 	: 	400.74 	394.17 	388.39 	383.05 	366.38 	362.73 	356.18 	347.63 	341.44 b	306.29 	300.07 	295.12 	282.33 	268.59 	259.24 	253.27 	251.35 	247.73 	245.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,AT	: 	188.23 	185.56 	182.24 	178.97 	175.75 	171.94 	169.26 	165.90 	163.12 	161.63 	159.83 	158.24 	156.14 	156.37 	155.14 	153.68 	152.27 	149.78 	148.09 	146.01 	143.96 	141.37 	138.61 	137.08 	134.90 	133.35 	132.79 	130.49 	127.04 	123.49 	120.76 	118.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,BE	: 	199.99 	201.33 	199.82 	195.29 	192.62 	190.70 	190.70 	188.64 	185.76 	183.59 	182.23 	178.77 	178.12 	175.59 b	172.68 	171.14 	169.60 	168.95 	165.90 	161.41 	159.62 	158.10 	155.19 	153.77 	151.84 	150.05 	147.21 	145.76 	144.61 	143.32 	143.94 	143.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	210.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,BG	: 	155.96 	160.13 	162.12 	165.80 	166.40 	168.58 	174.54 	178.70 	183.00 	179.41 	177.04 	180.38 	184.26 	189.67 	182.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,CH	: 	278.83 	277.27 	272.97 	272.76 	268.72 	265.83 	261.78 	256.00 	253.28 	244.40 b	234.39 	230.00 	223.06 	220.28 	212.50 	206.87 	203.00 	198.56 	195.54 	188.42 	177.36 	178.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,CY	: 	321.06 	314.22 	303.40 	291.83 	292.80 	292.76 	293.38 	288.94 	284.77 	280.41 	265.80 	264.24 	263.07 	262.94 	259.87 	509.08 	499.52 	489.06 	493.00 	221.10 	449.69 	442.95 	427.51 	382.71 	197.35 	375.32 	191.46 	183.47 	175.50 	170.31 	166.33 	164.79 	164.80 	161.72 	164.39 	276.75 	267.92 	267.21 	264.07 	248.56 	256.26 	260.91 	264.37 	265.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,CZ	: 	247.48 	245.12 	243.38 	241.39 	240.26 	238.96 	237.10 	224.29 	217.82 	208.36 	199.73 	196.01 	191.96 	189.49 	186.38 	184.04 	179.10 	175.71 	174.66 	172.94 b	171.04 	163.94 	158.44 	152.47 	145.68 	: 	: 	: 	: 	123.43 	: 	: 	: 	: 	122.34 	: 	: 	: 	: 	123.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,DE	: 	168.09 	166.41 	166.25 	165.12 	163.59 	161.75 	161.08 	160.38 	159.90 	161.14 	162.72 	163.12 	162.28 	161.28 	157.44 	155.30 	152.30 	150.72 	149.00 	146.90 	145.24 	143.53 	141.34 	137.96 	134.09 	131.74 	129.09 	124.61 	120.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,DK	: 	401.66 	393.78 	394.29 	396.10 	407.07 	381.94 b	332.89 	: 	326.05 b	291.08 	290.77 	285.10 	277.50 	268.75 	262.96 	254.28 	243.87 	234.89 	238.68 	234.72 	228.68 	220.44 	215.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,EE	: 	301.36 	301.41 	296.04 	290.46 	280.53 	278.38 	271.81 	259.71 	261.00 	266.19 	256.39 	242.67 	245.91 	238.67 	246.37 	228.04 	218.06 	208.39 	182.77 	166.68 b	173.17 	171.17 	168.17 	163.27 	150.78 	152.20 	132.45 	131.25 	110.02 	108.87 	106.34 	106.11 	104.39 	103.30 	103.33 	: 	: 	: 	: 	103.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,EL	: 	275.07 	275.12 	277.56 	280.11 	277.47 b	285.97 	283.90 	273.49 	272.31 	273.49 	242.89 	249.41 	249.72 	250.66 	256.21 	261.03 	259.77 	261.92 	258.27 	264.37 	263.43 	260.38 	258.53 	256.37 	259.53 	255.58 	257.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,ES	: 	403.98 	401.00 	400.68 	404.98 	403.14 	408.84 	411.61 	409.30 	402.24 	393.34 	395.72 	390.74 	384.96 	383.28 	376.97 	373.79 	370.50 	359.90 	352.03 	345.63 	340.23 	337.39 	333.85 	328.07 b	333.63 	324.86 	322.29 	316.13 	306.63 	299.20 	294.64 	290.87 	289.00 	290.81 	284.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,HBEDT_CUR,EU27_2020	: 	258.12 	254.30 	252.36 	250.57 	248.87 	248.47 	246.30 	243.51 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
