isco08,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
OTH_HOSP,FTE_HTHAB,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	331.22 b	318.30 	325.08 	330.12 	376.82 	401.51 	390.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,FTE_HTHAB,FR	: 	: 	605.87 	607.35 	606.07 	608.25 	609.63 	613.64 	618.39 b	633.11 	631.22 b	689.42 	686.17 	693.89 	691.99 	694.13 	699.03 	697.91 	691.07 	715.55 	657.43 	645.02 	666.73 	668.25 	666.92 	685.78 	682.00 	673.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,FTE_HTHAB,HU	: 	227.29 	224.86 	230.95 	229.76 	236.63 	233.19 	232.26 	240.97 	240.76 	251.21 	234.32 	209.99 	224.19 	216.71 	279.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,FTE_HTHAB,IE	332.71 	327.12 	306.51 	303.25 	298.25 	291.23 	286.80 	272.45 	272.29 	277.16 	284.45 	305.69 	314.77 	323.44 	330.92 	334.71 	332.12 	330.00 	327.66 	327.01 	323.62 	307.32 	289.04 	275.51 	265.31 	258.89 	257.81 	256.32 	247.58 	242.69 	238.16 	236.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,FTE_HTHAB,IS	: 	516.53 	518.26 	521.18 	504.14 	499.21 	490.88 	484.47 	489.44 	494.00 	504.17 	524.97 	549.89 	594.18 	618.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,FTE_HTHAB,LI	206.40 	199.48 	163.89 	115.83 	173.20 	140.34 	138.69 	132.22 	105.72 	90.22 	90.63 	93.78 	94.62 	93.59 	89.96 	85.82 	76.22 	72.46 	70.48 	68.56 	73.63 	83.29 	79.14 	77.37 	80.37 	81.53 	80.26 	79.75 	83.09 	88.10 	90.73 	86.28 	88.99 	72.28 	68.95 	69.02 	60.27 	62.79 	51.80 	50.28 	37.00 	25.48 
OTH_HOSP,FTE_HTHAB,LT	: 	155.07 b	383.98 	390.93 	391.85 	391.53 	393.09 	393.13 	397.51 	407.09 	402.10 	379.20 	388.76 	407.41 	397.12 	395.03 	393.16 	413.64 	427.50 	443.18 	408.69 	442.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,FTE_HTHAB,MT	: 	497.47 	519.98 	533.84 	525.23 	491.15 	513.13 	410.08 	402.31 	409.29 	395.38 	405.78 	245.71 	: 	363.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,FTE_HTHAB,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	457.18 e	440.90 e	405.03 e	444.92 be	408.71 e	399.10 e	402.89 e	379.34 be	469.73 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,FTE_HTHAB,NO	437.35 	406.92 	402.85 	405.33 	400.70 	398.34 	387.77 b	395.41 	397.16 	410.65 	433.10 	445.98 	458.84 b	478.90 	502.40 	506.75 	556.10 	572.05 b	575.75 	579.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,FTE_HTHAB,RO	: 	132.96 	140.10 	137.93 	137.82 	127.42 	126.68 	118.92 	118.16 	118.51 	119.21 	129.37 	138.75 	56.89 	55.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,FTE_HTHAB,RS	229.12 	220.52 b	: 	191.76 	197.75 	202.63 	216.41 	220.09 	223.78 	226.78 	223.17 	223.75 	219.54 	225.82 	209.01 	205.23 	221.78 	238.59 	231.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,FTE_HTHAB,UK	: 	: 	: 	366.91 	354.13 	350.96 	345.55 	343.00 	341.83 	346.10 	362.92 	390.37 	397.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_FTE,AT	: 	252.06 	254.65 	256.70 	254.42 	254.28 	252.26 	252.36 	253.25 	249.66 	249.23 	246.94 	246.95 	249.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_FTE,BE	: 	: 	217.69 e	209.52 e	213.07 e	210.86 e	220.62 e	217.98 e	220.69 e	218.70 e	221.42 e	223.95 e	226.32 e	230.07 e	230.80 e	233.64 e	236.98 	234.42 	238.10 	244.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_FTE,CH	: 	160.89 	162.64 	162.64 	164.74 	167.39 	168.98 	174.37 	177.47 	182.09 	183.31 	183.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_FTE,CY	: 	: 	3431.72 	3398.70 	3305.84 	3142.29 	3116.41 	3204.90 	3204.23 	3260.17 	3105.41 	3129.98 	3206.49 	2924.28 	3105.77 	3476.69 	3620.29 	4521.61 	4546.24 	4519.93 	4412.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_FTE,CZ	: 	366.68 	369.24 	380.76 	384.45 	400.89 b	398.65 	410.49 e	405.14 	398.36 	395.84 	379.59 	376.61 	379.55 	378.39 	369.21 	356.99 	359.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_FTE,DE	: 	342.23 	341.95 	335.65 	313.09 	307.27 	305.94 	301.05 	297.59 	290.35 	292.97 	288.30 	291.47 	292.21 	293.81 	288.03 	285.36 	276.90 	262.01 	253.81 	257.34 	253.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_FTE,DK	264.72 	289.72 	295.18 	302.52 	316.08 	314.21 b	259.27 	254.93 	259.49 	264.25 	269.12 	264.82 	265.99 	279.35 	290.59 	284.02 	290.07 	284.67 	284.82 	280.57 	285.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_FTE,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	301.91 b	314.17 	307.62 	302.92 	265.38 	249.06 	256.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_FTE,FR	: 	: 	165.05 	164.65 	165.00 	164.41 	164.03 	162.96 	161.71 b	157.95 	158.42 b	145.05 	145.74 	144.11 	144.51 	144.07 	143.06 	143.29 	144.70 	139.75 	152.11 	155.03 	149.99 	149.64 	149.94 	145.82 	146.63 	148.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_FTE,HU	: 	439.96 	444.72 	432.99 	435.23 	422.60 	428.83 	430.56 	414.99 	415.35 	398.07 	426.77 	476.21 	446.04 	461.44 	357.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_FTE,IE	300.57 	305.70 	326.25 	329.76 	335.29 	343.37 	348.68 	367.04 	367.26 	360.80 	351.56 	327.13 	317.69 	309.18 	302.19 	298.77 	301.09 	303.03 	305.19 	305.80 	309.00 	325.40 	345.97 	362.96 	376.92 	386.27 	387.88 	390.13 	403.91 	412.05 	419.89 	422.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_FTE,IS	: 	193.60 	192.95 	191.87 	198.36 	200.32 	203.72 	206.41 	204.31 	202.43 	198.34 	190.49 	181.85 	168.30 	161.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_FTE,LI	484.49 	501.30 	610.17 	863.34 	577.37 	712.56 	721.04 	756.29 	945.87 	1108.45 	1103.37 	1066.36 	1056.82 	1068.45 	1111.66 	1165.16 	1311.91 	1380.09 	1418.76 	1458.61 	1358.18 	1200.61 	1263.55 	1292.55 	1244.28 	1226.60 	1245.99 	1253.89 	1203.56 	1135.13 	1102.23 	1158.95 	1123.67 	1383.54 	1450.34 	1448.80 	1659.14 	1592.57 	1930.36 	1989.02 	2702.37 	3924.92 
OTH_HOSP,HAB_FTE,LT	: 	644.87 b	260.43 	255.80 	255.20 	255.41 	254.39 	254.37 	251.57 	245.64 	248.70 	263.71 	257.23 	245.45 	251.82 	253.15 	254.35 	241.75 	233.92 	225.64 	244.68 	225.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_FTE,MT	: 	201.02 	192.32 	187.32 	190.39 	203.60 	194.88 	243.85 	248.57 	244.33 	252.92 	246.44 	406.98 	: 	275.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_FTE,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	218.73 e	226.81 e	246.89 e	224.76 be	244.67 e	250.56 e	248.21 e	263.62 be	212.89 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_FTE,NO	228.65 	245.75 	248.23 	246.71 	249.56 	251.04 	257.88 b	252.90 	251.79 	243.51 	230.89 	224.23 	217.94 b	208.81 	199.04 	197.34 	179.82 	174.81 b	173.69 	172.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_FTE,RO	: 	752.13 	713.79 	725.00 	725.59 	784.79 	789.40 	840.93 	846.34 	843.84 	838.85 	772.99 	720.72 	1757.63 	1817.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_FTE,RS	436.45 	453.47 b	: 	521.48 	505.68 	493.52 	462.09 	454.35 	446.86 	440.96 	448.10 	446.93 	455.50 	442.84 	478.45 	487.25 	450.90 	419.14 	432.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_FTE,UK	: 	: 	: 	272.55 	282.39 	284.94 	289.39 	291.54 	292.54 	288.93 	275.54 	256.17 	251.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,AL	: 	: 	: 	: 	: 	: 	: 	: 	705.43 	: 	697.02 	665.53 	724.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,BE	: 	: 	: 	162.84 	157.51 	154.20 	155.30 	156.43 	160.81 e	158.65 e	161.99 e	157.72 e	164.99 e	168.43 e	173.06 e	170.02 e	165.66 	167.66 	171.12 	175.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,BG	: 	265.22 	278.83 	282.65 	284.00 	285.39 	289.52 	293.00 b	303.45 	313.95 	320.89 	319.27 	316.00 	325.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,CH	: 	124.49 	128.02 	128.15 	129.63 	131.69 	133.72 	137.07 	139.59 	142.66 	142.93 	145.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,CY	: 	: 	3431.72 	3398.70 	3305.84 	3142.29 	3116.41 	3204.90 	3204.23 	3260.17 	3105.41 	3129.98 	3206.49 	2924.28 	3105.77 	3476.69 	3620.29 	4521.61 	4546.24 	4519.93 	4412.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,CZ	: 	344.93 	359.93 	368.00 	380.77 	385.66 b	391.73 	404.32 e	402.37 	396.96 	391.85 	379.30 	377.56 	377.20 	376.71 	367.49 	356.01 	351.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,DE	: 	261.51 	262.95 	257.47 	238.20 	233.95 	234.06 	231.38 	229.11 	223.41 	228.70 	228.20 	231.36 	231.95 	235.05 	229.46 	229.08 	224.84 	213.27 	204.18 	205.36 	204.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,DK	232.36 	255.37 	260.32 	265.67 	275.89 	275.15 b	228.84 	224.37 	228.78 	233.41 	237.08 	233.14 	234.42 	244.22 	263.37 	256.29 	261.87 	256.45 	248.86 	244.66 	249.10 	170.31 	163.90 	157.91 	153.66 	142.28 	136.81 	134.14 	134.13 	125.35 	120.39 	114.50 	117.86 	112.95 	106.65 	100.77 	97.86 	95.50 	83.96 	79.02 	81.57 	88.97 
OTH_HOSP,HAB_HC,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	293.93 b	304.53 	294.97 	291.38 	251.57 	235.91 	242.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,EL	: 	: 	423.98 	455.40 	483.29 	522.14 	549.48 	542.72 	491.10 	459.90 	422.24 	404.63 	375.10 	381.61 	378.42 	367.49 	365.29 	360.32 	353.19 	359.04 	366.05 	368.64 	361.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,ES	: 	314.15 p	331.32 	334.54 	341.68 	351.25 	351.27 	353.73 	359.64 	358.30 	346.06 	337.95 	342.06 	339.51 	339.83 	348.25 	351.49 	352.15 	356.10 	355.12 	359.16 	358.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,FI	: 	: 	: 	321.32 	320.49 	330.54 	339.69 	301.44 	286.23 	276.46 	269.21 	269.26 b	248.26 	244.44 	245.62 	239.72 	239.74 	233.98 	: 	: 	: 	179.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,FR	: 	: 	151.20 	151.23 	151.35 	151.49 	150.94 	149.69 	147.88 b	145.32 	145.94 b	134.91 	136.30 b	149.25 	147.87 	145.66 	145.15 	144.14 	145.49 	147.62 	151.16 	153.50 	147.40 	146.83 	147.00 	143.40 	145.06 	146.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,HR	: 	326.66 	327.39 	337.14 	343.07 	346.87 	344.49 	341.29 	340.96 	320.91 	316.27 	321.44 	315.64 	307.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,HU	: 	431.00 	433.95 	422.03 	424.70 	412.61 	418.60 	420.62 	404.84 	403.37 	386.38 	414.18 	466.19 	436.77 	453.04 	350.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,IE	268.84 	272.96 	291.73 	294.13 	299.10 	306.10 	309.77 	323.95 	323.59 	318.11 	308.53 	285.85 	277.70 	267.90 	263.00 	260.11 	260.39 	264.01 	229.72 	268.81 	278.17 	289.70 	309.83 	325.50 	341.18 	351.28 	350.61 	355.34 	368.80 	380.95 	387.53 	395.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,IS	: 	138.03 	137.72 	136.08 	140.68 	147.45 	153.23 	156.64 	156.56 	154.04 	156.15 	155.45 	145.23 	129.66 	126.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,IT	: 	359.22 	371.49 	377.19 	374.46 	370.26 	368.64 	365.72 	353.42 	348.65 	336.85 	331.41 	326.86 	325.78 	321.67 	322.29 	311.07 	308.41 	298.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,LI	379.17 	392.94 	433.29 	626.98 	426.54 	531.21 	535.63 	547.76 	660.42 	852.48 	844.47 	783.08 	794.26 	824.94 	719.63 	761.66 	739.41 	820.17 	851.96 	935.94 	873.53 	882.28 	870.82 	931.40 	867.54 	838.73 	854.89 	982.89 	970.61 	871.38 	885.12 	898.19 	913.44 	1215.11 	1198.11 	1184.24 	1414.63 	1399.79 	1652.88 	1640.94 	1833.75 	3644.57 
OTH_HOSP,HAB_HC,LT	: 	455.27 b	259.51 	254.55 	251.66 	254.75 	253.20 	252.64 	256.86 	251.96 	253.53 	267.93 	264.19 	256.17 	265.95 	263.79 	261.74 	248.77 	240.81 	233.08 	248.84 	228.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,LV	: 	250.19 	250.21 	245.34 b	281.81 	293.12 	304.33 	289.63 	304.35 	301.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,ME	: 	533.77 	546.12 	546.81 	595.57 	611.30 	585.84 	561.20 	558.14 	583.82 	581.69 	596.75 	582.54 	584.77 	579.17 	581.31 	586.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,MK	: 	519.30 	509.87 	: 	451.76 	448.20 	570.47 	658.85 	659.01 	641.07 	598.93 	626.72 	624.25 	619.33 	593.54 	550.07 	602.09 	799.90 b	752.05 	674.35 	767.88 	763.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,MT	: 	184.11 	176.49 	182.47 	166.73 	165.95 	184.67 	195.83 	236.78 	236.37 	246.75 	242.12 	254.30 	: 	273.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	152.73 e	159.49 e	175.33 e	160.95 be	165.50 e	175.44 e	172.74 e	182.52 be	149.68 e	144.50 e	149.19 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,NO	192.62 	205.35 	204.87 	202.10 	207.45 	203.69 	209.27 b	205.07 	203.08 	198.14 	188.43 	183.38 	177.76 b	167.98 	159.39 	157.99 	139.12 	137.42 b	134.79 	131.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,PT	: 	398.06 	411.96 	424.53 	439.92 	451.96 	463.53 	475.22 	456.59 	416.69 	424.73 e	416.46 	424.16 	401.51 	409.09 	397.86 	384.36 	401.65 	376.61 	407.86 	408.53 	393.33 	389.07 b	222.48 	215.75 	240.32 	250.86 	255.00 	270.61 	253.81 	259.69 	265.55 	275.29 	288.90 	298.48 	308.47 	318.21 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,RO	: 	749.79 	711.43 	722.11 	722.00 	780.47 	786.40 	836.93 	843.30 	840.13 	831.85 	763.72 	718.58 	878.81 	908.59 b	841.99 	881.49 	818.99 	810.46 	758.88 	771.28 	809.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,RS	435.76 	452.76 b	: 	494.17 	478.75 	467.22 	437.80 	429.86 	425.17 	414.79 	420.98 	421.24 	431.73 	416.18 	451.42 	459.23 	431.05 	399.83 	407.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,SI	: 	250.23 e	252.89 e	250.71 e	373.13 e	412.60 e	304.49 	335.94 	338.92 	327.57 b	348.71 	346.92 	342.69 	341.84 	343.06 	340.61 	344.91 	357.31 	363.12 	364.43 	367.13 	361.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,TR	: 	229.41 	250.84 	243.73 b	256.92 	267.97 	260.67 	268.03 	279.47 b	395.64 	391.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HAB_HC,UK	: 	: 	: 	240.85 	249.19 	250.59 	253.84 	254.45 	254.22 	250.82 	238.42 	221.43 	217.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,AL	: 	: 	: 	: 	: 	: 	: 	: 	4104.00 	: 	4168.00 	4377.00 	4040.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,BE	: 	: 	: 	70175.00 	72220.00 	73486.00 	72597.00 	71656.00 	69395.00 e	70007.00 e	68143.00 e	69236.00 e	65439.00 e	63586.00 e	61398.00 e	62041.00 e	63255.00 	62158.00 	60637.00 	58992.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,BG	: 	26144.00 	25018.00 	24854.00 	24915.00 	24976.00 	24793.00 	24655.00 b	23942.00 	23271.00 	22900.00 	23164.00 	23558.00 	23006.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,CH	: 	69376.00 	66984.00 	66439.00 	65201.00 	63582.00 	61939.00 	59742.00 	57949.00 	56056.00 	55359.00 	53652.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,CY	: 	: 	257.00 	256.00 	260.00 	271.00 	272.00 	266.00 	269.00 	265.00 	274.00 	265.00 	252.00 	269.00 	247.00 	216.00 	204.00 	161.00 	158.00 	157.00 	159.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,CZ	: 	31015.00 	29650.00 	28886.00 	27824.00 	27398.00 b	26922.00 	26032.00 e	26131.00 	26478.00 	26786.00 	27615.00 	27662.00 	27531.00 	27339.00 	27862.00 	28682.00 	28982.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,DE	: 	318000.00 	316000.00 	322000.00 	347000.00 	352000.00 	349000.00 	350000.00 	352000.00 	360000.00 	351000.00 	355000.00 	354000.00 	354000.00 	350000.00 	359000.00 	360000.00 	367000.00 	387000.00 	404000.00 	401000.00 	403000.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,DK	25134.00 	22835.00 	22336.00 	21808.00 	20896.00 	20818.00 b	24836.00 	25152.00 	24543.00 	23956.00 	23497.00 	23795.00 	23561.00 	22495.00 	20737.00 	21215.00 	20695.00 	21074.00 	21661.00 	21973.00 	21513.00 	31353.00 	32470.00 	33591.00 	34393.00 	36992.00 	38253.00 	38812.00 	38683.00 	41257.00 	42813.00 	44898.00 	43550.00 	45416.00 	48073.00 	50814.00 	52255.00 	53525.00 	60915.00 	64767.00 	62786.00 	57583.00 
OTH_HOSP,HC,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	4500.00 b	4359.00 	4514.00 	4580.00 	5315.00 	5683.00 	5544.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
