unit,facility,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
NR,NRCBED,HU32	: 	: 	: 	: 	: 	: 	13722.00 	13567.00 	13624.00 	13553.00 	13510.00 	13336.00 	13163.00 	13096.00 	12910.00 	12366.00 	12430.00 	11826.00 	11287.00 	10754.00 	10414.00 	10412.00 	9911.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,HU33	: 	: 	: 	: 	: 	: 	13577.00 	13589.00 	13591.00 	13010.00 	13108.00 	12986.00 	12901.00 	12540.00 	12757.00 	12461.00 	12341.00 	12086.00 	11675.00 	11452.00 	11203.00 	11003.00 	10770.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,IE	31842.00 	32104.00 	32071.00 	31251.00 	30732.00 	30396.00 	30106.00 	28705 b	27827.00 	28452.00 	27705.00 	26087 b	28758 b	22991.00 	22533.00 	21440.00 	19519.00 	19285.00 	18809.00 	17625.00 	16894.00 	16078.00 	15390.00 	15190.00 	14591.00 	14040.00 	13379.00 	12890.00 	12600.00 	12000.00 	11600.00 	11195.00 	11443.00 	9450.00 	9400.00 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,IE01	: 	: 	: 	: 	: 	7731.00 	8417.00 	8271.00 b	8024.00 	8489.00 	8246.00 	7731.00 b	9181.00 b	7903.00 	8187.00 	7830.00 	6732.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,IE02	: 	: 	: 	: 	: 	22665.00 	21689.00 	20434.00 b	19803.00 	19963.00 	19459.00 	18356.00 b	19577.00 b	15088.00 	14346.00 	13610.00 	12787.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,IS	: 	2675.00 	2693.00 	2648.00 	2634.00 	2629.00 	2597.00 	2586.00 	2503.00 	2459.00 	2463.00 	2539.00 	2550.00 	2561.00 	2544 b	2138.00 	2046.00 	2007.00 	1894.00 	1790.00 	1666.00 	1653.00 	1531.00 	1430.00 	1376.00 	1387.00 	1419.00 	1353.00 	1286.00 	1126.00 	1082.00 	1042.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,IS00	: 	: 	: 	: 	: 	2628.00 	2596.00 	2586.00 	2503.00 	2459.00 	2463.00 	2539.00 	2550.00 	2561.00 	2544.00 b	2138.00 	2046.00 	2007.00 	1894.00 	1790.00 	1666.00 	1653.00 	1531.00 	1430.00 	1376.00 	1387.00 	1419.00 	1353.00 	1286.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,IT	260052 p	262355 e	257410.00 	253642.00 	251701.00 	244928.00 	244395.00 	239090.00 	234008.00 	224136.00 	220711.00 	212875.00 	201180.00 	191430.00 	188466.00 	180626.00 	169827.00 	160120.00 	154585.00 	147328.00 	134107.00 	125868.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ITC1	: 	: 	: 	: 	: 	: 	33649.00 	33593.00 	31953.00 	29199.00 	28478.00 	26507.00 	22192.00 	20397.00 	19109.00 	20336.00 	17254.00 	13739.00 	12799.00 b	11874.00 	10953.00 	9273.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ITC2	: 	: 	: 	: 	: 	: 	141.00 	151.00 	159.00 	151.00 	149.00 	138.00 	131.00 	136.00 	126.00 	80.00 	44.00 	44.00 	33.00 b	8.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ITC3	: 	: 	: 	: 	: 	: 	7934.00 	7694.00 	7894.00 	8024.00 	7700.00 	7293.00 	4209.00 	3843.00 	3403.00 	3042.00 	3016.00 	2268.00 	2183.00 b	1662.00 	2494.00 	2049.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ITC4	: 	: 	: 	: 	: 	: 	69307.00 	68747.00 	68441.00 	67933.00 	67261.00 	67012.00 	65293.00 	63161.00 	62308.00 	60267.00 	58809.00 	56144.00 	54698.00 b	50709.00 	49539.00 	46020.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ITF1	: 	: 	: 	: 	: 	: 	2563.00 	2548.00 	2537.00 	2471.00 	2563.00 	2658.00 	2689.00 	2632.00 	2694.00 	2506.00 	1860.00 	1497.00 	1526.00 b	530.00 	220.00 	391.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ITF2	: 	: 	: 	: 	: 	: 	194.00 	200.00 	199.00 	204.00 	178.00 	90.00 	60.00 	60.00 	60.00 	60.00 	67.00 	82.00 	82.00 b	99.00 	72.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ITF3	: 	: 	: 	: 	: 	: 	2919.00 	2551.00 	2565.00 	2574.00 	2464.00 	2289.00 	2132.00 	2206.00 	2025.00 	1971.00 	1463.00 	1579.00 	1803.00 b	1062.00 	1628.00 	966.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ITF4	: 	: 	: 	: 	: 	: 	8676.00 	7884.00 	7226.00 	6813.00 	5990.00 	3889.00 	4008.00 	2864.00 	2598.00 	2698.00 	2748.00 	2666.00 	2356.00 b	2681.00 	2499.00 	2481.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ITF5	: 	: 	: 	: 	: 	: 	560.00 	515.00 	504.00 	569.00 	581.00 	580.00 	522.00 	538.00 	524.00 	529.00 	354.00 	236.00 	317.00 b	241.00 	192.00 	203.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ITF6	: 	: 	: 	: 	: 	: 	3901.00 	3568.00 	3262.00 	2413.00 	2350.00 	2236.00 	1695.00 	1398.00 	1761.00 	1737.00 	1649.00 	1497.00 	1431.00 b	1425.00 	1338.00 	1131.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ITG1	: 	: 	: 	: 	: 	: 	4038.00 	3893.00 	3469.00 	3071.00 	2687.00 	2558.00 	2392.00 	2521.00 	2453.00 	2408.00 	2365.00 	2233.00 	1978.00 b	1935.00 	2032.00 	1506.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ITG2	: 	: 	: 	: 	: 	: 	2012.00 	1952.00 	1516.00 	1047.00 	1869.00 	1792.00 	1770.00 	1701.00 	1697.00 	1522.00 	1380.00 	1028.00 	730.00 b	711.00 	409.00 	432.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ITH1	: 	: 	: 	: 	: 	: 	3923.00 	4424.00 	4254.00 	4253.00 	4184.00 	4169.00 	3640.00 	3630.00 	3590.00 	2093.00 	2069.00 	2020.00 	2000.00 b	1781.00 	1618.00 	1555.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ITH2	: 	: 	: 	: 	: 	: 	4895.00 	4910.00 	4862.00 	4794.00 	4548.00 	4542.00 	4554.00 	4505.00 	4382.00 	4400.00 	4382.00 	4573.00 	4369.00 b	4233.00 	4234.00 	4149.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ITH3	: 	: 	: 	: 	: 	: 	36378.00 	35205.00 	34519.00 	33562.00 	32651.00 	32407.00 	32213.00 	30506.00 	31079.00 	30121.00 	28675.00 	28854.00 	27700.00 b	27397.00 	27814.00 	22481.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ITH4	: 	: 	: 	: 	: 	: 	9046.00 	8998.00 	8850.00 	8727.00 	8637.00 	8493.00 	6866.00 	7123.00 	6975.00 	6898.00 	6705.00 	6293.00 	5568.00 b	5659.00 	5401.00 	5313.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ITH5	: 	: 	: 	: 	: 	: 	21732.00 	21099.00 	20521.00 	20868.00 	21694.00 	20350.00 	22065.00 	20475.00 	20649.00 	19466.00 	19130.00 	18413.00 	18059.00 b	18321.00 	7118.00 	11547.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ITI1	: 	: 	: 	: 	: 	: 	13788.00 	13464.00 	14386.00 	14692.00 	14046.00 	13937.00 	13711.00 	12870.00 	12143.00 	10912.00 	10518.00 	9161.00 	9092.00 b	10290.00 	9770.00 	10423.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ITI2	: 	: 	: 	: 	: 	: 	3162.00 	3222.00 	2986.00 	2825.00 	2722.00 	2701.00 	2087.00 	2128.00 	1963.00 	1880.00 	1789.00 	2074.00 	1939.00 b	1669.00 	1839.00 	1698.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ITI3	: 	: 	: 	: 	: 	: 	5192.00 	4862.00 	4746.00 	2302.00 	2270.00 	2159.00 	2078.00 	2008.00 	1821.00 	1856.00 	1785.00 	1787.00 	1716.00 b	1701.00 	1398.00 	1195.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,ITI4	: 	: 	: 	: 	: 	: 	10385.00 	9610.00 	9159.00 	7644.00 	7689.00 	7075.00 	6873.00 	6728.00 	7106.00 	5844.00 	3765.00 	3932.00 	4206.00 b	3340.00 	3539.00 	3055.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,LI	311.00 	311.00 	295.00 	297.00 	281.00 	281.00 	281.00 	273.00 	262.00 	254.00 	241.00 	225.00 	225 b	218.00 	218.00 	218.00 	218.00 	208.00 	208.00 	208.00 	208.00 	208.00 	208.00 	208.00 	208.00 	208.00 	208.00 	170.00 	170.00 	170.00 	170.00 	170.00 	170.00 	170.00 	170.00 	170.00 	137.00 	137.00 	137.00 	137.00 	137.00 	137.00 
NR,NRCBED,LI00	: 	: 	: 	: 	: 	281.00 	281.00 	273.00 	262.00 	254.00 	241.00 	225.00 	225.00 b	218.00 	218.00 	218.00 	218.00 	208.00 	208.00 	208.00 	208.00 	208.00 	208.00 	208.00 	208.00 	208.00 	208.00 	170.00 	170.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,LT	: 	21409.00 	21252.00 	20807.00 	20543.00 	20091.00 	19155.00 	18856.00 	18893.00 	18671.00 	18382.00 	18621.00 	19145.00 	19062.00 	18846.00 	18576.00 	18422.00 	17739.00 	17768.00 	17682.00 	18067.00 	18333.00 	18045.00 	17857.00 	16373.00 	14658.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,LT00	: 	: 	: 	: 	: 	: 	19155.00 	18856.00 	18893.00 	18671.00 	18382.00 	18621.00 	19145.00 	19062.00 	18846.00 	18576.00 	18422.00 	17739.00 	17768.00 	17682.00 	18067.00 	18333.00 	18045.00 	17857.00 	16373.00 	14658.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,LU	7317.00 	7211.00 	7139.00 	7058.00 	6965.00 	6858.00 	6894.00 	6580 b	: 	4150 e	3931.00 	3881.00 	3589.00 	3389.00 	3284.00 	3093.00 	3169.00 	3053.00 	2943.00 	2709.00 	2554.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,LU00	: 	: 	: 	: 	: 	6858.00 	6894.00 	6580.00 b	: 	4150.00 e	3931.00 	3881.00 	3589.00 	3389.00 	3284.00 	3093.00 	3169.00 	3053.00 	2943.00 	2709.00 	2554.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,LV	: 	4879.00 	5209.00 	5184.00 	5326.00 	5374.00 	5398.00 	5603 b	7588.00 	7635.00 	6994.00 	6161.00 	5471.00 	4836.00 	5315.00 	5511.00 	5316.00 	5565.00 	5675.00 	5259.00 	5158.00 	5199.00 	5162.00 	4711.00 	4885.00 	4176.00 	3771.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,LV00	: 	: 	: 	: 	: 	: 	5398.00 	5603.00 b	7588.00 	7635.00 	6994.00 	6161.00 	5471.00 	4836.00 	5315.00 	5511.00 	5316.00 	5565.00 	5675.00 	5259.00 	5158.00 	5199.00 	5162.00 	4711.00 	4885.00 	4176.00 	3771.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,MK	: 	1003.00 	1003.00 	945.00 	983.00 	983.00 	915.00 	915.00 	930.00 	835.00 	939.00 	953.00 	587 b	583.00 	583.00 	600.00 	350.00 	275.00 	275.00 	275.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,MK00	: 	: 	: 	: 	: 	: 	915.00 	915.00 	930.00 	835.00 	939.00 	953.00 	587.00 b	583.00 	583.00 	600.00 	350.00 	275.00 	275.00 	275.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,MT	: 	6456.00 	5676.00 	5605.00 	5097.00 	4732.00 	4635.00 	4460.00 	4301 b	4588.00 	4410.00 	4411.00 	4160 b	2618 b	2200.00 	2166.00 	2068 b	3199.00 	3101.00 	3180.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,MT00	: 	: 	: 	: 	: 	4701.00 	4635.00 	4460.00 	4301.00 b	4588.00 	4410.00 	4411.00 	4160.00 b	2618.00 b	2200.00 	2166.00 	2068.00 b	3199.00 	3101.00 	3180.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,NL	: 	239609 p	239074.00 	237125.00 	234820.00 	234372.00 	235253.00 	239887.00 	239206.00 	240121 b	172270.00 	172220.00 	171460.00 	169290.00 	169400.00 	170076.00 	170475.00 	170775.00 	169863.00 	168833.00 	169495.00 	168847.00 	169886.00 	171756.00 	174333.00 	179621.00 	183269.00 	185887.00 	188191.00 	189134.00 	190311.00 	191814.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,NO	39307 p	39615.00 	39963.00 	40126.00 	40401.00 	40494.00 	40708.00 	41310.00 	41441.00 	41732.00 	41280.00 	41297.00 	41071.00 	41334.00 	41217.00 	41078.00 	41027.00 	41402.00 	41718.00 	42319.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,NO01	: 	: 	: 	: 	: 	: 	8454.00 	8615.00 	8592.00 	8655.00 	8598.00 	8650.00 	8544.00 	8613.00 	8639.00 	8544.00 	8538.00 	8714.00 	8668.00 	8838.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,NO02	: 	: 	: 	: 	: 	: 	3778.00 	3781.00 	3886.00 	3995.00 	3949.00 	4070.00 	4085.00 	4084.00 	4026.00 	4034.00 	4029.00 	4072.00 	4065.00 	4063.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,NO03	: 	: 	: 	: 	: 	: 	7139.00 	7198.00 	7156.00 	7148.00 	7095.00 	6977.00 	6964.00 	6954.00 	6879.00 	6876.00 	6801.00 	6810.00 	6838.00 	6982.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,NO04	: 	: 	: 	: 	: 	: 	5254.00 	5295.00 	5298.00 	5314.00 	5257.00 	5229.00 	5176.00 	5233.00 	5220.00 	5200.00 	5258.00 	5253.00 	5258.00 	5301.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,NO05	: 	: 	: 	: 	: 	: 	7914.00 	8171.00 	8174.00 	8266.00 	8114.00 	8090.00 	8055.00 	8109.00 	8070.00 	8108.00 	8134.00 	8266.00 	8529.00 	8607.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,NO06	: 	: 	: 	: 	: 	: 	3632.00 	3659.00 	3679.00 	3646.00 	3648.00 	3705.00 	3631.00 	3662.00 	3658.00 	3628.00 	3627.00 	3584.00 	3659.00 	3682.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,NO07	: 	: 	: 	: 	: 	: 	4537.00 	4591.00 	4656.00 	4708.00 	4619.00 	4586.00 	4616.00 	4679.00 	4725.00 	4688.00 	4640.00 	4703.00 	4701.00 	4846.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,PL	: 	73684.00 	76090.00 	75200.00 	74178.00 	72460.00 	71653.00 	70277.00 	68330.00 	66753.00 	65877.00 	63936.00 	63245.00 	63453 b	88298.00 	88429.00 	88770.00 	87218.00 	86020.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,PL11	: 	: 	: 	: 	: 	: 	4633.00 	4653.00 	4226.00 	4288.00 	4141.00 	3999.00 	4135.00 	4265.00 b	6655.00 	6741.00 	7060.00 	7011.00 	6904.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,PL12	: 	: 	: 	: 	: 	: 	10307.00 	9917.00 	10034.00 	9767.00 	9669.00 	9340.00 	9288.00 	9277.00 b	12231.00 	12218.00 	12456.00 	12496.00 	11848.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,PL21	: 	: 	: 	: 	: 	: 	6819.00 	6515.00 	6446.00 	5956.00 	5789.00 	5609.00 	5560.00 	5747.00 b	8305.00 	8239.00 	8139.00 	8213.00 	8087.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,PL22	: 	: 	: 	: 	: 	: 	7961.00 	7618.00 	6994.00 	6811.00 	6847.00 	6596.00 	6404.00 	6382.00 b	9067.00 	8916.00 	8649.00 	8448.00 	8832.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,PL31	: 	: 	: 	: 	: 	: 	3653.00 	3731.00 	3669.00 	3394.00 	3404.00 	3211.00 	3124.00 	3207.00 b	4099.00 	3654.00 	4068.00 	4116.00 	4090.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,PL32	: 	: 	: 	: 	: 	: 	3766.00 	3638.00 	3521.00 	3563.00 	3524.00 	3433.00 	3454.00 	3290.00 b	5042.00 	4990.00 	4813.00 	4755.00 	4578.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,PL33	: 	: 	: 	: 	: 	: 	2509.00 	2578.00 	2397.00 	2446.00 	2461.00 	2429.00 	2402.00 	2382.00 b	3561.00 	3614.00 	3656.00 	3604.00 	3410.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,PL34	: 	: 	: 	: 	: 	: 	1880.00 	1908.00 	1993.00 	1901.00 	1974.00 	1867.00 	1791.00 	1855.00 b	2730.00 	2855.00 	2777.00 	2710.00 	2573.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,PL41	: 	: 	: 	: 	: 	: 	5243.00 	5170.00 	5034.00 	5025.00 	5111.00 	5074.00 	4871.00 	4661.00 b	6497.00 	6554.00 	7001.00 	6601.00 	6757.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,PL42	: 	: 	: 	: 	: 	: 	3293.00 	3492.00 	3223.00 	2975.00 	2977.00 	3099.00 	2786.00 	2945.00 b	3885.00 	3989.00 	3882.00 	3849.00 	3325.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,PL43	: 	: 	: 	: 	: 	: 	2050.00 	2029.00 	1960.00 	1893.00 	1664.00 	1839.00 	1797.00 	1886.00 b	3121.00 	3175.00 	3186.00 	2686.00 	2668.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,PL51	: 	: 	: 	: 	: 	: 	7312.00 	7094.00 	6926.00 	7031.00 	7162.00 	6829.00 	6811.00 	6566.00 b	7663.00 	7726.00 	7685.00 	7576.00 	7590.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,PL52	: 	: 	: 	: 	: 	: 	2273.00 	2133.00 	2151.00 	2112.00 	2158.00 	2119.00 	2174.00 	2129.00 b	3040.00 	3175.00 	3201.00 	3147.00 	3245.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,PL61	: 	: 	: 	: 	: 	: 	3562.00 	3480.00 	3479.00 	3400.00 	3324.00 	3178.00 	3116.00 	3003.00 b	4339.00 	4526.00 	4420.00 	4244.00 	4308.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,PL62	: 	: 	: 	: 	: 	: 	2746.00 	2730.00 	2664.00 	2593.00 	2414.00 	2334.00 	2452.00 	2575.00 b	3652.00 	3718.00 	3571.00 	3548.00 	3576.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,PL63	: 	: 	: 	: 	: 	: 	3646.00 	3591.00 	3613.00 	3598.00 	3258.00 	2980.00 	3080.00 	3283.00 b	4411.00 	4339.00 	4206.00 	4214.00 	4229.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,RO	: 	40796.00 	39904.00 	39170.00 	38902.00 	38358.00 	37727 b	28049.00 	27301.00 	27205.00 	27461.00 	25821 b	20279.00 	21112.00 	21070.00 	20302.00 	20275.00 	22130.00 	21573.00 	20141.00 	20361.00 	19635.00 	21557.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,RO11	: 	: 	: 	: 	: 	: 	4621.00 b	3785.00 	3814.00 	3799.00 	3726.00 	3697.00 b	2901.00 	2681.00 	2806.00 	2361.00 	2584.00 b	2652.00 	2633.00 	2301.00 	2332.00 	2140.00 	2389.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,RO12	: 	: 	: 	: 	: 	: 	5298.00 b	4011.00 	3838.00 	4077.00 	4089.00 	3529.00 b	3122.00 	3146.00 	3332.00 	3066.00 	3061.00 b	3406.00 	3419.00 	3386.00 	3437.00 	3375.00 	3423.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,RO21	: 	: 	: 	: 	: 	: 	7045.00 b	5530.00 	5234.00 	5134.00 	5488.00 	4849.00 b	4356.00 	4249.00 	4178.00 	3934.00 	3929.00 b	4228.00 	4180.00 	4014.00 	4034.00 	3833.00 	4335.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,RO22	: 	: 	: 	: 	: 	: 	5912.00 b	3737.00 	3558.00 	3474.00 	3348.00 	2842.00 b	1620.00 	2063.00 	2158.00 	2115.00 	1936.00 b	2169.00 	2189.00 	1891.00 	1899.00 	1784.00 	2033.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,RO31	: 	: 	: 	: 	: 	: 	5453.00 b	4522.00 	4489.00 	4538.00 	4280.00 	4374.00 b	3426.00 	3902.00 	3827.00 	3688.00 	3596.00 b	3755.00 	3459.00 	3297.00 	3185.00 	3328.00 	3816.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
