unit,wstatus,isco08,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
HAB_P,LIC,OC2261,LI	600.85 ep	607.83 ep	612.10 e	637.43 e	632.70 e	628.60 e	585.84 e	555.93 e	551.99 e	572.76 e	605.20 e	631.96 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2261,LT	765.73 p	731.65 	728.97 	716.69 	733.32 	757.79 	791.74 	822.31 	819.53 	866.77 	918.17 b	: 	: 	: 	: 	: 	: 	: 	1139.92 	1241.64 	1251.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2261,LU	: 	: 	: 	: 	810.24 	833.51 	841.36 	912.00 b	907.11 	918.59 	851.14 	827.00 	874.84 	906.59 	935.66 	1086.52 	1064.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2261,LV	: 	1054.05 	1063.23 	1073.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2261,ME	: 	: 	1081.79 	1187.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2261,MT	: 	1752.83 	1732.17 	1788.30 	1793.10 	1828.74 	1854.39 	1873.09 	1901.64 	1971.96 	1982.23 	2002.45 	2062.38 	2237.04 	2324.14 	2133.20 	2070.94 	2216.95 	2386.72 	2490.37 	2487.52 	2484.63 	2468.65 	2853.97 	3137.63 	: 	: 	: 	3375.53 	: 	: 	: 	3812.20 	3816.76 	3785.55 	: 	: 	6237.60 	: 	5717.50 	6509.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2261,NL	: 	1621.11 	1662.50 	1717.49 	1751.67 b	1449.39 	1461.60 b	1526.25 	1550.94 	1565.88 	1588.30 	1639.41 	1667.21 	1704.21 	1738.11 	1784.51 	1818.37 	1853.36 	1888.86 	1930.54 	1955.66 	1995.68 	2037.64 b	2193.13 	2220.58 	2121.94 	2129.93 	2099.19 	2106.69 	2105.99 	2042.81 b	1892.60 	1902.97 	1872.63 	1933.43 	1967.90 	2035.91 	2101.12 	2181.46 	2282.36 	2386.47 	2487.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2261,NO	691.38 	700.82 	711.72 	733.28 	737.01 	743.22 	754.05 b	758.82 	766.27 	778.92 	785.21 	791.65 	796.69 	804.49 	813.47 	813.24 	814.68 	823.66 	830.12 	839.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2261,PL	: 	: 	: 	: 	919.91 	921.74 	938.98 	947.69 	962.34 	979.80 	992.91 	1011.35 	1030.70 	1053.31 	1074.91 	1090.59 	1110.14 	1124.43 	1169.95 	1111.06 	1168.52 	1127.44 	1175.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2261,PT	: 	882.35 	916.13 	943.82 	989.27 	1045.62 	1094.01 	1139.84 	1179.35 	1242.16 	1302.12 b	1304.52 	1364.17 	1469.88 	1552.95 	1540.82 	1687.01 	1783.58 	1871.99 	1989.62 	2135.32 	2313.38 	2659.51 	2993.58 b	3341.81 	3620.12 	3964.48 	4330.96 	4827.85 	5616.53 	5890.14 	5917.73 	6156.92 	6910.08 	7143.90 	7549.08 	7923.80 b	9714.51 	9519.95 	9315.57 	9355.52 	9017.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2261,RO	: 	642.54 	873.03 	933.38 	975.05 	1039.15 	1092.97 	1178.53 	1216.44 	1281.01 	1362.24 	1404.57 	1446.66 	1508.03 	1563.92 	1701.76 	1994.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2261,RS	740.87 	791.91 	844.51 	856.55 	857.35 	912.28 	918.26 	984.07 	1049.07 	1093.25 	1203.08 	1284.70 	1396.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2261,SE	: 	563.08 	566.95 	570.04 	570.88 	571.41 	571.95 	576.39 	579.91 	583.12 	588.30 	592.50 	596.06 	599.46 	601.22 	605.33 	614.42 	618.24 	621.75 	624.56 	627.05 	629.09 	631.62 	639.15 	647.30 	657.96 	671.56 	674.15 	681.03 	687.51 	692.99 	698.51 	703.18 	713.02 	724.64 	740.96 	758.71 	782.56 	784.94 	819.82 	857.08 	904.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2262,BE	491.44 	503.08 	512.15 	521.90 	531.23 	547.52 	560.21 	573.62 	589.85 	605.28 	623.56 	637.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2262,DE	: 	917.16 	933.44 	950.19 	966.53 	981.95 	981.26 	973.29 	989.93 	1002.65 	1014.19 	1034.35 	1062.41 	1078.31 	1095.80 	1132.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2262,DK	: 	: 	959.79 	888.05 	908.59 	916.33 	928.37 	938.70 	946.23 	959.43 	975.75 	992.96 	1014.72 	1036.34 	1053.31 	1066.13 	1089.77 	1112.96 	1144.50 	1168.43 	1192.17 	1230.89 	1264.39 	1293.71 	1321.25 	1348.47 	1378.29 	1412.42 	1437.29 	1485.60 	1528.56 	1575.04 	1620.14 	1664.89 	1702.76 	1745.24 	1797.43 	1862.83 	1916.90 	1958.60 	2004.53 	2056.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2262,EE	: 	874.69 	906.97 	917.40 	951.87 	966.78 	983.85 	1006.38 	999.24 	1030.14 	1088.06 	1138.01 	1160.45 	1189.58 	1320.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2262,ES	: 	616.54 	626.29 	632.03 	642.67 	653.61 	665.65 	679.73 	699.40 	714.40 	719.37 	725.46 	731.54 	735.18 	732.32 	728.29 	733.69 	739.45 	746.67 	757.29 	776.02 	799.23 	829.01 	860.19 	890.36 	922.93 	959.82 	980.81 	993.77 	1011.43 	1035.02 	1062.24 	1104.91 	1149.98 	1197.41 	1239.95 	1283.64 	1333.32 	1380.73 	1445.76 	1520.56 	1609.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2262,FI	: 	496.99 	504.44 	509.71 	516.38 	524.21 	529.68 	536.44 	543.30 	548.58 	556.18 	560.49 	563.83 	566.76 	571.63 	581.65 	588.66 	597.78 	607.51 	626.13 	636.18 	647.92 	658.27 	670.77 	684.40 	694.01 	697.69 	708.68 	723.26 	734.45 	751.01 	772.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2262,HR	954.67 	1015.88 	1015.28 	1061.19 	1091.40 	1141.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2262,HU	: 	724.65 	728.48 	749.43 	764.74 	757.49 	781.63 	802.80 	826.56 	841.56 	865.61 	895.90 	914.56 	931.70 	943.41 b	1254.06 	1335.15 	1342.96 	1370.53 	1425.17 	1486.80 	1564.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2262,IE	: 	736.76 	758.43 	779.27 	788.48 	804.90 	832.94 	856.36 	881.57 	919.17 	955.58 	998.50 	1018.96 	1005.50 	983.88 	1040.44 	1094.71 	1141.73 	1180.66 	1250.62 	1221.56 	1250.06 	1301.03 	1344.21 	1387.00 	1427.59 	1480.25 	1538.30 	1585.22 	1606.51 	1610.86 	1626.84 	1653.80 	1667.43 	1701.95 	1714.97 	1710.87 	1723.13 	1709.15 	1686.41 	1685.21 	1654.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2262,IS	: 	531.88 	544.66 	555.47 	557.47 	569.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2262,IT	593.00 	599.99 	609.69 	619.89 	631.64 	644.92 	660.70 	674.74 	681.72 	690.36 	688.31 	732.15 	751.54 	772.59 	792.85 	812.60 	836.43 	851.07 	866.82 	889.74 	904.24 	905.83 	928.09 	933.30 	949.69 	967.19 	982.11 	1006.35 	1013.61 	1020.67 	1047.67 	1035.27 	1044.10 	1051.18 	1066.97 	1082.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2262,LI	673.36 ep	707.29 ep	688.62 e	670.98 e	716.26 e	785.75 e	765.18 e	792.50 e	840.53 e	872.77 e	885.66 e	900.54 b	3971.28 	7094.50 	7052.40 	7007.30 	6950.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2262,LT	821.78 p	799.45 	812.72 	820.36 	832.62 	875.53 	910.06 	942.28 	963.10 	979.60 	1014.10 	1076.94 	1142.67 	1175.39 	1178.01 b	1274.82 e	1385.54 	1468.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2262,LU	: 	: 	: 	: 	868.03 	856.77 	857.84 	824.18 	833.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2262,LV	833.65 	854.90 	864.03 	893.04 	919.62 	948.93 	991.74 	1047.15 	1089.68 b	1185.50 	1257.45 	1267.40 	1277.08 b	928.50 	966.33 b	1061.92 	1117.72 	1151.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2262,ME	: 	975.36 	1043.67 	1249.54 	1082.39 	1174.16 	1309.81 	1429.45 	1601.05 	1825.30 	1907.94 	1941.77 	2013.29 	2068.29 	2077.98 	2325.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2262,MT	: 	388.05 	393.80 	387.08 	379.56 	375.71 	378.77 	403.11 	408.41 	412.60 b	429.58 	448.12 	625.91 d	591.59 	645.59 	513.05 b	456.83 	476.56 	498.23 	489.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2262,NL	: 	3048.15 	3128.58 	3212.46 	3304.01 b	2580.35 	2632.47 	2709.24 	2789.12 	2854.34 	2915.82 	2996.46 	3044.27 	3105.87 	3165.55 	3211.41 	3280.38 	3360.53 	3500.60 	3649.48 	3802.41 	3937.09 	4101.71 	4149.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2262,NO	703.37 	727.74 	757.92 	797.47 	815.23 	841.97 	886.34 b	935.40 	976.66 	998.13 	1031.25 	1056.68 	1079.04 	1121.40 	1180.24 	1251.52 	1290.34 	1327.53 	1365.09 	1418.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2262,PL	: 	: 	: 	: 	1091.32 	1119.60 	1147.24 	1209.91 	1245.87 	1274.34 	1299.49 	1342.84 	1377.19 	1410.76 	1424.43 	1513.54 	1557.84 	1612.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2262,PT	: 	: 	562.34 	617.35 	640.84 	732.93 	755.46 	778.46 	: 	849.82 	861.63 	867.71 	850.97 	905.58 	961.25 	961.91 	1017.76 	1057.69 	1095.97 	1182.03 	1245.22 	1277.30 	1310.48 	1353.79 	1378.37 	1484.14 	1558.80 	1581.19 	1660.78 	1672.69 	1684.75 	1835.83 	1883.83 	1999.92 	2121.41 	2341.36 	2085.21 	1978.28 	2051.90 	1958.46 	1967.91 	2048.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2262,RO	: 	873.63 	873.27 	773.02 	815.38 	857.44 	914.00 	971.93 	1041.36 	1134.70 	1251.55 	1376.96 	1504.91 	1634.01 	1774.71 	2025.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2262,RS	901.66 	921.60 	948.80 	990.16 	1034.91 	1103.90 	1210.61 	1301.20 	1394.07 	1515.91 	1609.37 	1714.35 	1918.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2262,SE	: 	619.26 	633.25 	650.38 	666.96 	676.93 	691.15 	708.06 	724.89 	743.29 	763.45 	786.36 	810.61 	836.32 	864.82 	901.38 	942.84 	985.16 	1024.97 	1065.03 	1106.19 	1152.82 	1224.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NAP,OC2264,AT	: 	630.39 	684.70 b	2272.63 d	2252.90 d	2361.90 d	2386.83 d	2437.64 d	2471.53 d	2525.46 d	2611.78 d	2749.31 d	2866.14 d	2920.85 d	3049.81 d	3004.59 d	3136.80 d	3240.27 d	3444.20 d	3625.82 d	3625.92 d	3683.48 d	3722.55 d	3877.87 d	4000.02 d	4177.96 d	4408.36 d	4638.29 d	5009.91 d	5422.34 d	5888.30 d	6211.85 d	6551.65 d	6760.53 d	7059.26 d	7569.79 d	7633.69 d	: 	: 	: 	: 	12582.39 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NAP,OC2264,BE	: 	477.61 	489.46 	504.46 b	494.55 	527.98 	523.02 	537.76 	581.19 	592.62 	602.36 	579.66 	581.39 	581.12 	605.66 	604.43 	605.35 	601.79 	598.46 	586.59 	562.17 	562.70 b	392.57 	407.97 	419.22 	417.44 	434.18 	460.30 	478.14 	495.18 	513.92 	536.80 	562.91 	575.71 	603.72 	639.09 	705.88 	: 	: 	: 	: 	965.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NAP,OC2264,BG	: 	4197.35 	4137.46 	4260.18 	4357.11 	4333.02 	4452.85 	4526.28 	4633.36 	4737.93 	4856.79 	4976.85 	4881.60 	4748.14 	4754.47 	4844.50 	4819.99 	5113.89 	4977.80 	5256.31 	4871.74 	5084.11 b	6086.45 	6040.08 	6089.43 	5751.60 	5849.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NAP,OC2264,CY	: 	: 	858.77 	948.82 	1029.36 	1063.12 	1156.43 	1255.53 b	10140.46 	9599.38 	10376.60 	10913.76 	10773.80 	9957.36 	10508.55 	12112.33 	16412.00 	18199.50 	18418.12 	19179.18 	19487.33 	19278.42 	20196.46 	20576.92 	18632.33 	16957.00 	17128.05 	15979.29 	15652.19 	15278.75 	17003.00 	19329.93 	18922.47 	19297.88 	20508.74 	21067.17 	21660.04 	: 	: 	: 	: 	25452.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NAP,OC2264,CZ	: 	1132.77 	1150.73 	1155.30 	1167.43 	1202.09 	1229.14 	1269.34 e	1292.79 	1327.79 	1370.25 	1382.40 	1449.94 	1482.46 	1471.26 	1443.73 	1470.72 	1515.17 b	1515.84 	1556.54 	1648.11 	1670.21 b	1770.33 	1824.27 	1872.12 	1886.82 	1967.85 	2065.07 	2210.54 	2443.55 	2446.27 	2465.02 	2499.65 	2565.73 	2698.13 	2712.36 	2775.81 	: 	: 	: 	: 	3390.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NAP,OC2264,DE	: 	426.47 	430.53 	436.35 	439.66 	447.55 	453.81 	460.13 	480.03 	496.46 	521.27 	551.10 	593.49 	626.79 	663.44 	710.14 	756.60 	793.43 	833.68 	906.47 	980.36 	1053.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NAP,OC2264,DK	: 	: 	567.98 	581.87 	594.02 	576.66 	583.46 	599.29 	625.62 	634.32 	648.65 	673.51 	695.08 	721.04 	769.11 	790.19 	809.60 	865.00 b	1078.33 	1110.96 	1161.92 	1190.02 	1246.61 	1264.72 	1327.89 	1445.90 	1469.22 	1515.19 	1545.15 	1614.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NAP,OC2264,EE	: 	2378.39 	2461.78 	2665.28 	2773.44 	2923.98 	2996.37 	3239.76 	3505.31 b	3747.01 	4323.90 	4688.29 	5212.95 	5457.51 b	12529.72 	11039.43 	10421.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NAP,OC2264,EL	: 	: 	1208.88 	1261.80 	1336.32 	1423.32 	1500.19 	1601.83 	1654.13 	1811.55 	1989.41 	2172.99 	2456.76 	2854.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NAP,OC2264,ES	: 	792.15 	824.80 	862.50 	911.27 	964.94 	1030.87 	1093.93 	1167.37 	1210.80 	1247.14 	1307.24 	1392.78 	1471.52 	1574.75 	1685.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NAP,OC2264,EU27_2020	: 	: 	776.65 e	796.29 e	811.40 e	823.07 e	843.04 e	863.96 	890.12 	908.89 	953.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NAP,OC2264,EU28	: 	: 	: e	869.01 e	886.35 e	898.69 e	919.62 e	941.36 	968.66 	988.80 	1031.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NAP,OC2264,FI	: 	: 	: 	612.09 	618.48 	627.82 	632.96 	628.27 	640.93 	644.60 	659.04 	673.03 b	559.51 	566.40 	584.91 	598.98 	615.52 	733.78 b	439.03 d	449.61 d	463.67 d	478.00 d	492.37 d	508.44 d	532.74 d	564.82 d	591.86 d	623.42 d	657.64 d	695.45 d	724.21 d	767.14 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NAP,OC2264,FR	: 	736.51 	754.22 	753.55 	792.42 b	758.31 	769.71 	793.03 	815.80 	841.35 	866.48 	889.76 	910.50 	933.49 	968.07 	989.69 	993.22 	1013.41 	1036.45 	1060.84 	1084.37 	1105.39 	1139.59 	1170.20 	1193.75 	1188.52 	1201.20 	1276.87 	1324.36 	1388.16 	1436.06 	1467.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NAP,OC2264,FX	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1367.4769 	1415.4021 	1442.1288 	1474.8518 	1456.7017 	1494.3374 	1519.6572 	1546.5862 	: 	: 	: 	: 	2641.1769 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
